id	sym	WT_6_hr_DMSO_1	WT_6_hr_DMSO_2	WT_6_hr_DMSO_3	WT_6_hr_Tunicamycin_1	WT_6_hr_Tunicamycin_2	WT_6_hr_Tunicamycin_3
ENSMUSG00000084497	Gm22107	2	0	1	1	6	3
ENSMUSG00000084504	Gm25323	0	1	0	0	1	0
ENSMUSG00000084507	Gm25321	1	2	2	2	2	1
ENSMUSG00000084512	Gm22482	2	1	2	0	0	0
ENSMUSG00000084513	n-R5s179	0	0	0	0	0	0
ENSMUSG00000084519	Gm22478	2	9	3	28	24	29
ENSMUSG00000084522	Gm25819	0	0	0	0	2	1
ENSMUSG00000084526	n-R5s192	0	0	0	1	0	0
ENSMUSG00000084539	Gm25842	0	0	1	1	1	1
ENSMUSG00000084543	Gm23184	1	0	1	0	4	1
ENSMUSG00000084544	Gm23183	1	1	0	0	0	0
ENSMUSG00000084548	n-R5s175	0	1	1	0	0	0
ENSMUSG00000084552	Gm24840	0	1	0	0	0	0
ENSMUSG00000084557	Gm25279	0	0	0	0	0	0
ENSMUSG00000084562	n-R5s39	0	0	1	0	2	1
ENSMUSG00000084583	Gm25177	0	0	0	0	0	0
ENSMUSG00000084584	n-R5s15	0	2	0	3	0	1
ENSMUSG00000084587	n-R5s174	0	0	0	1	0	0
ENSMUSG00000084592	Mir1898	2	3	4	4	7	4
ENSMUSG00000084593	Gm22345	0	0	0	1	0	0
ENSMUSG00000084595	n-R5s188	0	0	0	0	0	0
ENSMUSG00000084597	Gm22343	1	0	0	0	0	0
ENSMUSG00000084601	Gm23111	0	1	0	0	1	0
ENSMUSG00000084603	Gm22204	0	6	0	4	5	4
ENSMUSG00000084604	Gm22205	0	0	0	0	0	0
ENSMUSG00000084607	Gm22208	0	3	2	1	0	3
ENSMUSG00000084616	Gm25047	4	5	9	0	0	3
ENSMUSG00000084622	Gm25545	3	9	4	0	3	3
ENSMUSG00000084624	n-R5s189	0	0	0	0	1	0
ENSMUSG00000084625	Gm25544	0	0	0	0	0	0
ENSMUSG00000084628	Gm22613	1	0	0	0	1	0
ENSMUSG00000084632	Gm23887	0	3	0	0	0	0
ENSMUSG00000084633	Gm23886	0	0	0	0	0	0
ENSMUSG00000084638	Gm23889	1	0	0	1	0	1
ENSMUSG00000084641	n-R5s21	0	0	1	1	0	1
ENSMUSG00000084642	Gm24384	0	0	1	0	0	0
ENSMUSG00000084644	Gm24379	0	0	0	0	0	1
ENSMUSG00000084645	Gm24380	1	0	0	0	0	0
ENSMUSG00000084652	Gm22717	1	0	0	0	0	0
ENSMUSG00000084653	Gm26091	0	0	0	0	0	0
ENSMUSG00000084659	Gm22720	0	1	0	0	0	1
ENSMUSG00000084674	Gm26027	0	0	1	0	0	0
ENSMUSG00000084678	Gm26020	0	7	4	4	2	3
ENSMUSG00000084686	Gm22027	3	2	0	3	0	2
ENSMUSG00000084693	Gm24894	0	0	0	1	0	0
ENSMUSG00000084696	Gm24892	0	0	0	0	0	0
ENSMUSG00000084701	n-R5s87	0	0	0	1	1	0
ENSMUSG00000084711	Gm24629	0	0	1	0	1	1
ENSMUSG00000084722	Gm24140	1	0	0	0	0	0
ENSMUSG00000084729	Gm24139	1	1	0	3	4	2
ENSMUSG00000084738	Gm25809	0	0	1	0	0	0
ENSMUSG00000084739	Gm22067	0	0	0	0	0	0
ENSMUSG00000084744	Gm25291	1	2	2	7	5	5
ENSMUSG00000084745	Gm25290	2	0	0	0	2	1
ENSMUSG00000084755	Gm16276	2	3	1	3	3	6
ENSMUSG00000084756	Gm13881	0	0	0	0	1	0
ENSMUSG00000084758	Gm12798	4	10	10	10	12	28
ENSMUSG00000084760	Gm15472	0	1	0	1	1	0
ENSMUSG00000084761	Gm12406	0	8	2	0	8	4
ENSMUSG00000084769	Gm12061	0	0	0	0	0	1
ENSMUSG00000084771	A230072E10Rik	3	4	3	9	5	11
ENSMUSG00000084772	Gm15473	0	1	0	5	1	4
ENSMUSG00000084773	Gm12159	0	0	0	0	0	0
ENSMUSG00000084775	Gm16741	0	0	0	0	0	2
ENSMUSG00000084780	Gm15350	0	0	0	0	0	0
ENSMUSG00000084781	D930015M05Rik	10	21	14	23	36	33
ENSMUSG00000084782	Gm11213	0	1	1	0	0	2
ENSMUSG00000084785	Gm13972	0	0	0	1	0	0
ENSMUSG00000084786	Ubl5	846	638	736	547	594	704
ENSMUSG00000084788	Gm11342	17	15	12	8	2	1
ENSMUSG00000084789	Gm12974	0	0	0	0	0	0
ENSMUSG00000084790	Gm15879	8	7	6	5	3	6
ENSMUSG00000084792	1700056N10Rik	2	6	12	2	3	6
ENSMUSG00000084793	Gm2568	8	19	5	1	0	0
ENSMUSG00000084796	Mir142hg	8	5	7	11	2	14
ENSMUSG00000084797	Gm14321	3	7	6	16	17	23
ENSMUSG00000084798	4930533B01Rik	2	3	0	0	0	0
ENSMUSG00000084799	Ino80dos	12	20	26	19	18	11
ENSMUSG00000084800	Gm12205	1	1	0	1	0	1
ENSMUSG00000084803	5830444B04Rik	4	16	6	9	31	20
ENSMUSG00000084804	1700095J12Rik	0	0	0	1	0	0
ENSMUSG00000084806	Gm15232	0	0	0	0	0	0
ENSMUSG00000084807	Gm13073	0	0	0	19	5	24
ENSMUSG00000084808	9430091E24Rik	27	56	48	24	22	20
ENSMUSG00000084809	Gm12631	0	0	0	0	0	0
ENSMUSG00000084816	Platr29	0	1	2	0	0	0
ENSMUSG00000084817	Gm5526	0	1	0	0	0	0
ENSMUSG00000084819	Gm11967	10	9	15	5	4	11
ENSMUSG00000084821	Gm15880	4	3	1	7	2	2
ENSMUSG00000084822	Myadml2os	12	30	31	0	5	9
ENSMUSG00000084824	Gm16344	37	89	48	58	81	112
ENSMUSG00000084826	AI847159	0	0	0	0	0	0
ENSMUSG00000084828	Gm12367	0	1	0	0	0	0
ENSMUSG00000084834	4930565N06Rik	13	78	50	205	160	164
ENSMUSG00000084835	Gm12352	1	0	0	3	3	7
ENSMUSG00000084839	Gm14097	83	112	168	25	27	29
ENSMUSG00000084842	Pabpc1l2b-ps	0	0	0	0	0	0
ENSMUSG00000084843	B230312C02Rik	0	0	0	0	1	1
ENSMUSG00000084844	Hoxb3os	2	3	1	2	1	1
ENSMUSG00000084845	Tmem240	2	2	1	6	2	5
ENSMUSG00000084846	A730011C13Rik	11	21	9	20	21	30
ENSMUSG00000084849	Gm16105	0	0	0	0	0	0
ENSMUSG00000084850	Gm12092	0	0	0	0	0	1
ENSMUSG00000084855	Gm9850	0	0	0	1	0	0
ENSMUSG00000084858	Gm1980	0	0	0	0	0	0
ENSMUSG00000084860	2610204G07Rik	0	2	0	2	0	1
ENSMUSG00000084862	Gm16278	1	9	5	8	5	12
ENSMUSG00000084863	Gm12523	0	0	0	0	0	0
ENSMUSG00000084864	1700027A07Rik	0	0	1	0	0	0
ENSMUSG00000084866	A930006K02Rik	8	2	4	2	5	4
ENSMUSG00000084869	Gm13063	0	0	0	2	0	1
ENSMUSG00000084870	Gm13954	1	2	0	2	2	1
ENSMUSG00000084876	Gm14965	0	0	0	0	0	0
ENSMUSG00000084878	Lrrc8dos	3	5	3	2	1	5
ENSMUSG00000084880	Tomm6os	2	13	14	5	6	4
ENSMUSG00000084881	Gm15585	5	2	1	4	5	3
ENSMUSG00000084883	Ccdc85c	99	90	126	92	82	93
ENSMUSG00000084884	Gm12289	0	0	0	1	0	0
ENSMUSG00000084885	3010001F23Rik	1	0	0	0	1	0
ENSMUSG00000084891	Gm12958	0	1	0	0	0	0
ENSMUSG00000084892	Gm14471	0	1	2	2	0	0
ENSMUSG00000084893	Hba-ps4	0	0	0	2	0	1
ENSMUSG00000084894	Gm13834	2	0	0	0	1	0
ENSMUSG00000084895	AA672651	0	0	0	0	0	0
ENSMUSG00000084897	Gm14226	8	7	11	12	27	15
ENSMUSG00000084899	Gm15344	8	24	24	820	860	1003
ENSMUSG00000084904	Gm14827	0	6	1	4	5	9
ENSMUSG00000084908	C79798	2	0	0	0	0	1
ENSMUSG00000084910	C630043F03Rik	105	125	62	54	49	68
ENSMUSG00000084911	Gm16185	12	17	15	27	29	31
ENSMUSG00000084915	C230037L18Rik	1	5	1	15	5	9
ENSMUSG00000084917	Gm17477	6	5	6	11	11	22
ENSMUSG00000084918	Gm12708	0	0	0	0	0	0
ENSMUSG00000084923	Gm15611	39	9	30	336	86	83
ENSMUSG00000084925	1810062O18Rik	0	1	2	1	4	1
ENSMUSG00000084929	Foxo6os	0	0	0	0	0	0
ENSMUSG00000084930	Gm11706	2	2	3	1	4	0
ENSMUSG00000084934	Gm16035	18	17	18	5	11	9
ENSMUSG00000084935	Gm14161	0	0	0	0	0	1
ENSMUSG00000084938	BB557941	0	0	0	0	0	0
ENSMUSG00000084939	Gm830	14	9	16	3	3	23
ENSMUSG00000084940	Gm15935	0	0	0	0	1	0
ENSMUSG00000084941	Gm11944	4	7	8	1	4	1
ENSMUSG00000084946	Dlx1as	7	14	13	11	11	12
ENSMUSG00000084947	Gm15594	0	0	0	0	0	0
ENSMUSG00000084948	1700061H18Rik	0	0	1	1	0	1
ENSMUSG00000084949	Gm16249	1	1	0	0	0	0
ENSMUSG00000084950	Gm5577	0	2	0	2	3	1
ENSMUSG00000084951	Mipepos	0	0	0	0	0	0
ENSMUSG00000084954	Gm16351	0	0	0	0	0	1
ENSMUSG00000084956	Gm16194	0	0	0	0	0	0
ENSMUSG00000084957	Bbip1	259	218	225	240	224	305
ENSMUSG00000084960	B430010I23Rik	4	4	5	1	1	2
ENSMUSG00000084963	Gm14936	0	0	0	0	0	0
ENSMUSG00000084964	Gm15503	0	0	4	0	0	0
ENSMUSG00000084965	Gm13857	0	1	0	3	0	5
ENSMUSG00000084966	2810471M01Rik	0	0	0	0	0	2
ENSMUSG00000084968	Gm12743	1	2	1	4	1	2
ENSMUSG00000084969	Gm11205	3	2	1	0	1	0
ENSMUSG00000084970	1700060J05Rik	3	2	2	1	2	0
ENSMUSG00000084973	Gm13848	0	0	0	0	0	0
ENSMUSG00000084974	Gm15567	9	9	2	105	118	90
ENSMUSG00000084978	Gm11655	1	0	0	1	2	0
ENSMUSG00000084979	Gm16267	1	0	0	0	1	1
ENSMUSG00000084980	Slc36a1os	1	1	0	0	2	1
ENSMUSG00000084981	Gm15962	10	6	23	0	0	0
ENSMUSG00000084983	Gm11789	423	422	429	269	238	380
ENSMUSG00000084984	Far1os	2	0	1	64	125	164
ENSMUSG00000084985	Gm16135	0	0	1	0	0	0
ENSMUSG00000084989	Crocc2	0	0	0	0	0	0
ENSMUSG00000084991	Gm16260	0	1	0	0	0	0
ENSMUSG00000084992	Gm13842	0	0	0	0	0	0
ENSMUSG00000084996	Gm11419	1	0	0	1	0	0
ENSMUSG00000084998	Gm16279	7	25	19	46	51	42
ENSMUSG00000084999	Gm15839	0	0	0	0	0	0
ENSMUSG00000085001	Rapgef4os2	17	31	18	1	5	9
ENSMUSG00000085006	BC021767	12	26	6	4	4	9
ENSMUSG00000085007	Gm11549	0	0	0	0	0	0
ENSMUSG00000085008	Dbhos	7	15	19	15	16	13
ENSMUSG00000085009	Gm12977	0	1	1	3	0	1
ENSMUSG00000085010	Gssos1	0	0	0	0	0	2
ENSMUSG00000085012	Gm15492	2	1	1	5	4	5
ENSMUSG00000085016	Gm11335	1	0	0	0	0	0
ENSMUSG00000085017	Gm13412	0	2	1	0	0	0
ENSMUSG00000085019	Pard3bos2	0	0	0	0	0	0
ENSMUSG00000085022	Gm5860	0	1	1	1	0	0
ENSMUSG00000085024	C230035I16Rik	2	10	4	4	3	8
ENSMUSG00000085028	Slc2a4rg-ps	97	212	241	234	221	271
ENSMUSG00000085030	2810455O05Rik	6	6	5	6	15	13
ENSMUSG00000085033	Gm11646	0	1	0	1	2	0
ENSMUSG00000085035	Gm12031	0	0	0	0	0	2
ENSMUSG00000085037	4933421O10Rik	59	84	80	229	193	297
ENSMUSG00000085039	Gm15927	4	4	2	10	7	14
ENSMUSG00000085042	Abhd11os	12	16	16	18	8	14
ENSMUSG00000085043	Gm13184	0	0	1	0	1	0
ENSMUSG00000085048	Gm15537	0	0	0	0	0	0
ENSMUSG00000085049	Parvaos	0	0	0	0	0	0
ENSMUSG00000085051	Gm11542	0	0	0	0	0	0
ENSMUSG00000085053	Gm14809	0	0	0	0	0	0
ENSMUSG00000085054	Gm15834	0	5	1	11	8	10
ENSMUSG00000085055	Gm15958	1	0	0	2	9	5
ENSMUSG00000085057	Gm13415	1	1	0	0	0	0
ENSMUSG00000085058	8030453O22Rik	6	1	3	4	4	2
ENSMUSG00000085063	Gm16024	3	3	4	0	2	1
ENSMUSG00000085067	Gm15631	1	0	0	0	0	0
ENSMUSG00000085068	Gm15895	0	0	1	0	1	2
ENSMUSG00000085069	Gm13111	0	2	1	0	1	1
ENSMUSG00000085071	Gm14066	0	0	0	0	0	1
ENSMUSG00000085072	Ict1os	4	7	5	1	3	5
ENSMUSG00000085077	1700049E15Rik	0	0	1	0	0	0
ENSMUSG00000085078	C030013C21Rik	0	0	0	0	0	1
ENSMUSG00000085079	Khdc1b	0	0	0	0	0	1
ENSMUSG00000085080	2310044K18Rik	0	1	0	0	1	0
ENSMUSG00000085081	Rptoros	2	5	3	1	0	1
ENSMUSG00000085083	Gm11615	0	0	0	0	0	0
ENSMUSG00000085084	4930570G19Rik	0	0	0	0	0	0
ENSMUSG00000085085	1700086P04Rik	0	2	0	1	0	2
ENSMUSG00000085087	Gm13528	2	3	1	2	4	2
ENSMUSG00000085088	4931413K12Rik	2	2	2	4	3	1
ENSMUSG00000085089	Arhgap15os	0	0	0	0	0	0
ENSMUSG00000085091	Egfros	14	10	2	4	3	4
ENSMUSG00000085093	Gm12737	1	1	1	0	1	1
ENSMUSG00000085095	Gm15635	27	73	67	20	17	24
ENSMUSG00000085099	Gm16288	0	0	0	0	0	1
ENSMUSG00000085102	1700010K24Rik	0	0	0	0	0	1
ENSMUSG00000085105	Gm12758	5	11	5	4	2	5
ENSMUSG00000085106	Gm16000	0	0	1	0	0	0
ENSMUSG00000085109	Gm15356	0	1	0	0	0	0
ENSMUSG00000085110	Gm13920	0	1	0	0	0	0
ENSMUSG00000085111	Ascl4	0	0	1	2	0	0
ENSMUSG00000085112	A530072M11Rik	10	17	17	23	17	14
ENSMUSG00000085113	B130011K05Rik	0	1	0	0	0	0
ENSMUSG00000085116	Gm2735	1	0	0	0	0	0
ENSMUSG00000085118	Gm15774	0	3	4	11	3	8
ENSMUSG00000085124	Gm12766	0	1	0	0	0	0
ENSMUSG00000085126	Gm12589	1	0	1	0	0	0
ENSMUSG00000085127	4930444E06Rik	0	0	0	0	0	0
ENSMUSG00000085129	5031425F14Rik	5	5	3	4	10	6
ENSMUSG00000085130	Gm11417	0	0	0	1	0	0
ENSMUSG00000085132	Gm12265	0	0	0	0	0	0
ENSMUSG00000085133	B930095G15Rik	44	101	50	95	79	96
ENSMUSG00000085135	Gm13713	0	0	1	0	0	0
ENSMUSG00000085139	A730046J19Rik	3	2	1	4	0	1
ENSMUSG00000085141	Gm13429	0	0	0	1	0	0
ENSMUSG00000085143	Gm11520	0	0	1	0	1	3
ENSMUSG00000085145	Gm11614	0	2	1	1	2	0
ENSMUSG00000085147	Gm12609	0	1	0	0	0	0
ENSMUSG00000085148	Mir22hg	775	946	799	1398	1435	1566
ENSMUSG00000085151	1110018N20Rik	5	6	12	9	9	11
ENSMUSG00000085152	Gm11496	0	2	0	0	0	0
ENSMUSG00000085154	C130046K22Rik	3	19	11	13	16	21
ENSMUSG00000085156	Snhg15	27	165	32	371	245	292
ENSMUSG00000085157	4930515L19Rik	0	0	0	0	0	1
ENSMUSG00000085162	Gm12295	0	0	0	0	0	1
ENSMUSG00000085165	Gm12089	1	1	0	0	0	0
ENSMUSG00000085166	Gm15522	1	0	0	0	0	0
ENSMUSG00000085169	Gm10785	1	5	7	1	4	7
ENSMUSG00000085170	Lrrc75aos1	0	0	0	0	0	0
ENSMUSG00000085171	D830026I12Rik	1	3	1	2	1	1
ENSMUSG00000085172	Gm6542	0	1	0	2	1	0
ENSMUSG00000085174	Gm16206	1	7	4	8	7	4
ENSMUSG00000085175	Gm11423	19	24	32	31	18	34
ENSMUSG00000085177	Gm11209	0	0	0	0	0	1
ENSMUSG00000085178	Kdm6bos	5	4	4	25	20	14
ENSMUSG00000085180	AI838599	19	32	25	12	18	19
ENSMUSG00000085181	Gm12709	1	0	0	0	0	0
ENSMUSG00000085184	4933439K11Rik	0	1	0	1	1	1
ENSMUSG00000085185	BC028777	15	7	10	13	13	27
ENSMUSG00000085189	Gm11963	26	28	25	10	16	28
ENSMUSG00000085192	Gm12195	7	1	8	5	3	3
ENSMUSG00000085194	Platr32	0	0	0	0	0	0
ENSMUSG00000085196	Gm14963	2	1	1	3	2	3
ENSMUSG00000085197	1700125H03Rik	0	0	1	0	0	3
ENSMUSG00000085199	Gm15346	0	0	0	3	0	0
ENSMUSG00000085201	Nr6a1os	0	0	1	0	0	0
ENSMUSG00000085202	Gm15620	0	4	1	3	1	0
ENSMUSG00000085204	Gm15327	1	1	0	1	1	1
ENSMUSG00000085205	Gm13185	0	0	0	0	1	0
ENSMUSG00000085206	Gm13380	0	1	0	0	0	2
ENSMUSG00000085207	Gm11767	3	13	4	2	1	1
ENSMUSG00000085208	Brip1os	720	676	763	367	367	506
ENSMUSG00000085211	B430219N15Rik	3	8	9	53	59	88
ENSMUSG00000085213	Gm13091	4	10	2	8	13	3
ENSMUSG00000085218	BB218582	0	0	0	0	0	1
ENSMUSG00000085223	Gm11210	0	3	0	0	0	0
ENSMUSG00000085227	6330418K02Rik	5	1	4	2	9	7
ENSMUSG00000085228	Gm14376	0	0	0	1	0	0
ENSMUSG00000085229	Gm11672	0	0	1	3	0	1
ENSMUSG00000085232	Gm11962	9	12	8	4	3	8
ENSMUSG00000085234	Gm15614	0	0	0	0	0	0
ENSMUSG00000085235	Gm12576	8	30	20	5	9	13
ENSMUSG00000085236	2610206C17Rik	0	0	0	1	0	1
ENSMUSG00000085238	4930479D17Rik	0	1	0	0	2	2
ENSMUSG00000085241	Snhg3	0	0	0	0	0	0
ENSMUSG00000085242	Gm11537	0	3	3	3	1	3
ENSMUSG00000085245	Gm11713	0	0	0	0	0	1
ENSMUSG00000085246	Gm15893	1	7	1	10	6	12
ENSMUSG00000085247	4930545L23Rik	0	2	0	0	0	0
ENSMUSG00000085249	Gm12847	1	8	5	11	14	20
ENSMUSG00000085250	Gm15234	3	6	2	5	3	0
ENSMUSG00000085253	Gm16833	1	0	0	0	0	0
ENSMUSG00000085255	Taco1os	4	0	6	2	2	3
ENSMUSG00000085256	Dmrta2os	0	0	0	2	1	0
ENSMUSG00000085260	Med9os	0	0	0	0	0	0
ENSMUSG00000085261	Gm13814	0	0	0	0	0	1
ENSMUSG00000085262	Gm11574	0	0	0	0	0	0
ENSMUSG00000085263	1700125G02Rik	0	0	0	0	0	0
ENSMUSG00000085269	Gm15777	5	28	10	17	25	17
ENSMUSG00000085272	Sbk3	1	0	0	0	0	1
ENSMUSG00000085274	BC046401	2	7	4	2	0	3
ENSMUSG00000085276	Gm15812	0	0	0	0	0	0
ENSMUSG00000085277	Gm13943	0	0	0	0	0	0
ENSMUSG00000085279	Gm15965	3	12	10	17	15	17
ENSMUSG00000085280	Gm16151	0	0	0	0	0	1
ENSMUSG00000085282	Gm15663	9	3	22	62	68	101
ENSMUSG00000085284	Gm16189	0	0	0	0	0	0
ENSMUSG00000085286	Ube4bos3	2	6	3	18	10	19
ENSMUSG00000085287	4833418N02Rik	75	96	84	38	62	84
ENSMUSG00000085289	Gm15337	0	3	0	6	2	5
ENSMUSG00000085293	Gm13817	0	0	0	0	0	0
ENSMUSG00000085295	4930430E12Rik	1	0	0	0	1	0
ENSMUSG00000085297	Gm11651	0	0	0	0	1	0
ENSMUSG00000085298	F730035M05Rik	0	1	0	0	0	1
ENSMUSG00000085300	Gm16345	0	0	0	0	0	0
ENSMUSG00000085303	Gm16751	1	1	5	13	17	7
ENSMUSG00000085307	Gm11525	5	3	2	3	4	1
ENSMUSG00000085310	Gm11491	0	0	0	0	0	1
ENSMUSG00000085311	Gm15445	0	5	1	4	6	2
ENSMUSG00000085312	Gm12763	0	0	0	2	0	0
ENSMUSG00000085315	A430018G15Rik	8	8	4	2	3	5
ENSMUSG00000085316	D330050G23Rik	1	1	0	1	0	0
ENSMUSG00000085317	Gssos2	1	2	1	3	1	1
ENSMUSG00000085318	Gm12524	0	0	0	0	0	0
ENSMUSG00000085319	Gm13330	0	1	0	0	0	0
ENSMUSG00000085322	Gm14261	0	0	0	0	0	0
ENSMUSG00000085327	Gm16104	0	0	0	0	2	3
ENSMUSG00000085328	Gm17131	101	200	184	111	108	115
ENSMUSG00000085331	Gm11274	3	5	3	3	0	3
ENSMUSG00000085333	1700030A11Rik	0	2	0	0	0	0
ENSMUSG00000085334	Gm12940	62	127	83	141	166	164
ENSMUSG00000085335	Gm13684	0	1	0	0	2	2
ENSMUSG00000085337	Gm15964	7	6	5	17	13	13
ENSMUSG00000085342	Gm12254	0	0	0	0	1	1
ENSMUSG00000085347	Hk1os	1	0	0	0	0	0
ENSMUSG00000085348	Gm12300	0	0	0	0	0	0
ENSMUSG00000085351	Gm12472	1	2	1	2	1	2
ENSMUSG00000085354	Gm2044	0	1	0	0	0	0
ENSMUSG00000085355	3010003L21Rik	7	7	14	15	10	23
ENSMUSG00000085358	Gm14437	0	0	0	0	1	0
ENSMUSG00000085359	Gm12336	3	0	0	5	4	8
ENSMUSG00000085360	Arhgap27os2	0	0	0	1	0	0
ENSMUSG00000085361	Gm16305	0	0	0	0	0	0
ENSMUSG00000085363	Gm15478	2	0	0	0	1	0
ENSMUSG00000085368	Gm16188	0	0	1	2	2	3
ENSMUSG00000085369	9430093N23Rik	0	1	0	0	0	0
ENSMUSG00000085376	Gm14508	8	17	17	15	17	24
ENSMUSG00000085377	4930551L18Rik	0	0	0	0	0	0
ENSMUSG00000085379	2310058D17Rik	18	26	14	11	10	15
ENSMUSG00000085382	Gm13861	0	0	0	2	0	0
ENSMUSG00000085385	Snhg17	168	301	248	668	641	592
ENSMUSG00000085389	1700003M07Rik	0	1	0	0	0	0
ENSMUSG00000085395	Gm13056	3	4	1	2	2	2
ENSMUSG00000085396	Firre	731	1438	951	1601	1660	1970
ENSMUSG00000085397	Gm13524	0	2	0	0	0	0
ENSMUSG00000085398	4931406G06Rik	0	0	2	6	6	2
ENSMUSG00000085399	Foxd2os	4	3	5	4	4	2
ENSMUSG00000085400	Pard3bos3	8	21	9	13	1	4
ENSMUSG00000085401	Slc39a1-ps	0	0	0	0	0	0
ENSMUSG00000085403	Gm13068	0	4	2	8	4	7
ENSMUSG00000085404	Gm12909	83	118	113	12	6	12
ENSMUSG00000085407	1700095J03Rik	0	0	0	0	0	0
ENSMUSG00000085408	C530005A16Rik	4	11	10	10	6	9
ENSMUSG00000085411	Gm14319	2	15	4	4	1	3
ENSMUSG00000085412	Halr1	0	0	0	0	0	0
ENSMUSG00000085414	Sspnos	0	0	0	0	0	0
ENSMUSG00000085415	Gm12060	0	2	1	1	1	1
ENSMUSG00000085417	Gm13919	0	1	0	0	0	0
ENSMUSG00000085419	Gm11734	0	0	0	0	0	0
ENSMUSG00000085421	4732490B19Rik	1	0	1	0	0	3
ENSMUSG00000085423	Gm15735	0	1	1	0	0	1
ENSMUSG00000085427	6430710C18Rik	0	3	0	0	1	0
ENSMUSG00000085428	Gm14344	0	0	0	0	0	0
ENSMUSG00000085430	Gm15619	0	0	0	0	0	0
ENSMUSG00000085431	4930440I19Rik	0	0	0	0	0	0
ENSMUSG00000085433	Gm16001	18	20	19	15	11	23
ENSMUSG00000085434	Gm11725	0	4	4	0	0	4
ENSMUSG00000085435	4930486F22Rik	0	0	0	0	0	0
ENSMUSG00000085436	Zfp335os	13	9	13	17	11	21
ENSMUSG00000085437	1700047A11Rik	0	1	0	0	1	0
ENSMUSG00000085438	1700020I14Rik	2109	2412	3116	1922	1495	2031
ENSMUSG00000085439	Rapgef4os1	24	38	30	1	0	4
ENSMUSG00000085440	Sorbs2os	3	7	1	12	13	11
ENSMUSG00000085442	Gm3362	1	2	0	4	3	2
ENSMUSG00000085444	Gm13936	2	5	4	8	7	3
ENSMUSG00000085445	Gm16348	46	67	134	21	14	22
ENSMUSG00000085447	9530026F06Rik	0	0	0	0	0	0
ENSMUSG00000085448	Gm13963	0	0	1	0	0	0
ENSMUSG00000085452	4930554G24Rik	0	0	0	0	1	0
ENSMUSG00000085454	Grip1os3	0	0	0	0	1	0
ENSMUSG00000085457	1110046J04Rik	3	5	3	6	4	2
ENSMUSG00000085459	Gm12272	1	0	0	1	1	0
ENSMUSG00000085464	Gm16208	0	0	0	0	1	0
ENSMUSG00000085465	Gm15347	3	0	1	2	4	2
ENSMUSG00000085467	Gm11842	1	0	0	1	0	0
ENSMUSG00000085468	Gm15343	33	58	39	4	1	2
ENSMUSG00000085471	4933423P22Rik	3	5	3	1	2	0
ENSMUSG00000085472	Gm15691	0	0	1	0	0	0
ENSMUSG00000085473	Gm16686	0	0	1	0	0	0
ENSMUSG00000085478	Gm11851	2	4	4	8	8	8
ENSMUSG00000085479	9430073C21Rik	0	0	0	0	0	0
ENSMUSG00000085482	A230083N12Rik	1	2	0	3	1	0
ENSMUSG00000085483	Gm14198	0	0	0	0	0	1
ENSMUSG00000085485	Gm14024	0	1	0	0	0	1
ENSMUSG00000085486	Gm11634	0	3	1	1	1	1
ENSMUSG00000085491	4930527E20Rik	0	0	0	0	0	0
ENSMUSG00000085492	Trmt61b	41	53	59	366	328	340
ENSMUSG00000085495	Gm16796	0	0	0	0	0	1
ENSMUSG00000085498	Gm14023	8	21	13	12	8	14
ENSMUSG00000085499	Gm15713	2	1	0	0	2	0
ENSMUSG00000085500	Gm16976	0	0	0	0	0	1
ENSMUSG00000085501	Gm11772	12	10	13	9	2	12
ENSMUSG00000085502	Gm12320	1	1	0	0	0	0
ENSMUSG00000085505	Gm12868	0	2	0	0	1	0
ENSMUSG00000085507	Gm2709	0	0	0	0	0	0
ENSMUSG00000085509	Gm11521	0	0	0	0	1	0
ENSMUSG00000085511	Gm11738	0	0	0	0	0	0
ENSMUSG00000085513	Gm16363	4	8	12	0	2	2
ENSMUSG00000085514	Bcas3os2	1	4	3	1	2	2
ENSMUSG00000085515	C630028M04Rik	1	0	0	0	0	0
ENSMUSG00000085517	Gm12963	3	0	2	2	2	3
ENSMUSG00000085519	Gm13703	0	0	2	0	0	1
ENSMUSG00000085521	4930526A20Rik	0	1	1	0	0	0
ENSMUSG00000085523	Gm15945	1	2	5	2	3	3
ENSMUSG00000085525	Gm13166	2	0	0	0	1	1
ENSMUSG00000085526	Gm16083	0	2	3	2	2	3
ENSMUSG00000085527	Gm15535	9	14	11	7	10	7
ENSMUSG00000085531	Slc36a3os	0	0	0	0	0	0
ENSMUSG00000085538	Gm11455	1	0	0	0	2	0
ENSMUSG00000085539	Gm15561	1	1	0	0	2	0
ENSMUSG00000085540	Gm16036	0	0	0	0	0	1
ENSMUSG00000085541	Gm16010	1	1	3	0	0	3
ENSMUSG00000085543	Gm13568	0	0	0	0	0	1
ENSMUSG00000085546	Gm14252	0	0	0	3	3	1
ENSMUSG00000085548	Gm11753	0	0	1	0	1	0
ENSMUSG00000085553	Gm14808	0	0	0	0	0	0
ENSMUSG00000085558	4930412C18Rik	64	80	78	38	27	53
ENSMUSG00000085560	C230038L03Rik	1	2	1	1	0	1
ENSMUSG00000085562	2610028E06Rik	0	0	0	0	0	0
ENSMUSG00000085563	2210411M09Rik	0	3	0	1	0	1
ENSMUSG00000085564	Gm12198	0	0	0	0	0	2
ENSMUSG00000085566	A730017L22Rik	241	362	352	159	130	160
ENSMUSG00000085568	Gm14858	1	0	0	2	0	2
