sym	T1	T2	T3	T4	R1	R2	R3	R4
ENSMUSG00000005204	Senp3	226	326	190	198	143	300	281	198
ENSMUSG00000022772	Senp5	151	112	115	153	157	246	236	147
ENSMUSG00000034252	Senp6	1575	1364	936	501	545	907	1436	1091
ENSMUSG00000052917	Senp7	692	633	512	310	274	422	651	384
ENSMUSG00000051705	Senp8	108	91	56	76	65	102	127	76
ENSMUSG00000037072	Sep15	513	669	409	615	526	958	820	503
ENSMUSG00000026662	Sephs1	568	721	447	452	393	667	666	511
ENSMUSG00000049091	Sephs2	60	67	57	98	71	129	146	100
ENSMUSG00000050989	Sepn1	112	83	117	138	87	123	189	96
ENSMUSG00000064373	Sepp1	9711	8431	7680	6148	5413	6356	11836	6910
ENSMUSG00000029173	Sepsecs	36	40	43	49	56	66	94	52
ENSMUSG00000000486	Sept1	2	3	9	7	3	3	4	3
ENSMUSG00000019917	Sept10	97	67	51	50	56	82	107	69
ENSMUSG00000058013	Sept11	1113	960	958	1000	709	1272	1530	959
ENSMUSG00000022542	Sept12	0	0	0	0	0	0	0	0
ENSMUSG00000034219	Sept14	0	0	3	1	1	0	1	0
ENSMUSG00000026276	Sept2	716	630	550	602	524	829	799	551
ENSMUSG00000022456	Sept3	11	3	8	3	3	12	11	9
ENSMUSG00000020486	Sept4	8	7	0	8	11	8	18	18
ENSMUSG00000072214	Sept5	9	8	10	19	16	22	29	20
ENSMUSG00000050379	Sept6	258	279	182	214	104	174	206	131
ENSMUSG00000001833	Sept7	1466	953	1153	545	302	540	913	656
ENSMUSG00000018398	Sept8	140	165	118	118	157	269	281	156
ENSMUSG00000059248	Sept9	219	208	231	254	171	223	312	173
ENSMUSG00000041571	Sepw1	17	24	18	107	91	130	143	48
ENSMUSG00000015659	Serac1	684	574	465	319	279	388	593	397
ENSMUSG00000036371	Serbp1	6280	6698	5199	2793	2827	5139	6342	4436
ENSMUSG00000021643	Serf1	6	3	4	3	4	7	12	1
ENSMUSG00000074884	Serf2	411	374	356	503	403	666	725	485
ENSMUSG00000030839	Sergef	9	8	5	9	13	16	15	17
ENSMUSG00000058586	Serhl	61	64	60	104	104	119	170	105
ENSMUSG00000019877	Serinc1	3016	2121	2519	2018	1244	2542	2549	1850
ENSMUSG00000023232	Serinc2	0	3	4	2	1	3	6	1
ENSMUSG00000017707	Serinc3	3440	3496	2805	2488	2163	3706	4470	2621
ENSMUSG00000046110	Serinc4	172	129	117	250	207	337	331	193
ENSMUSG00000021703	Serinc5	204	199	158	152	123	174	251	150
ENSMUSG00000027808	Serp1	2392	3099	1891	1475	1945	4606	3673	2607
ENSMUSG00000052584	Serp2	0	2	1	3	5	5	8	3
ENSMUSG00000061947	Serpina10	5	2	7	1	2	1	3	2
ENSMUSG00000063232	Serpina11	0	0	0	0	0	0	0	0
ENSMUSG00000041567	Serpina12	0	0	0	0	0	0	0	0
ENSMUSG00000066366	Serpina1a	0	0	1	0	0	0	0	0
ENSMUSG00000071178	Serpina1b	0	0	0	0	0	0	0	0
ENSMUSG00000079015	Serpina1c	0	0	0	0	0	0	1	1
ENSMUSG00000071177	Serpina1d	0	0	0	0	0	0	0	0
ENSMUSG00000072849	Serpina1e	0	0	0	0	0	0	0	0
ENSMUSG00000021081	Serpina1f	0	0	0	0	0	0	0	1
ENSMUSG00000041536	Serpina3a	0	0	0	1	2	0	0	0
ENSMUSG00000066364	Serpina3b	1	0	0	0	0	1	0	0
ENSMUSG00000066361	Serpina3c	10	11	9	11	24	35	55	39
ENSMUSG00000066363	Serpina3f	21	15	22	9	29	28	75	42
ENSMUSG00000041481	Serpina3g	29	35	32	22	36	65	95	61
ENSMUSG00000041449	Serpina3h	23	12	19	19	37	45	85	38
ENSMUSG00000079014	Serpina3i	5	2	6	0	6	21	33	11
ENSMUSG00000079013	Serpina3j	1	2	0	1	2	3	8	5
ENSMUSG00000058207	Serpina3k	10	5	7	6	9	7	15	8
ENSMUSG00000079012	Serpina3m	54	51	53	47	78	71	150	100
ENSMUSG00000021091	Serpina3n	889	709	890	611	1028	1185	1922	1389
ENSMUSG00000092075	Serpina4-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000041550	Serpina5	0	0	0	1	0	0	2	0
ENSMUSG00000060807	Serpina6	0	0	0	0	0	0	0	0
ENSMUSG00000031271	Serpina7	0	0	0	0	0	0	0	0
ENSMUSG00000058260	Serpina9	0	0	0	0	1	0	1	0
ENSMUSG00000092572	Serpinb10	0	0	0	0	0	0	3	0
ENSMUSG00000026327	Serpinb11	3	0	0	0	0	0	0	2
ENSMUSG00000059956	Serpinb12	1	0	0	1	0	0	0	0
ENSMUSG00000048775	Serpinb13	0	0	0	1	0	0	0	0
ENSMUSG00000044734	Serpinb1a	1	0	4	2	2	1	0	1
ENSMUSG00000051029	Serpinb1b	0	2	0	0	1	0	1	2
ENSMUSG00000079049	Serpinb1c	2	0	3	1	4	9	8	3
ENSMUSG00000062345	Serpinb2	0	0	1	0	0	0	1	1
ENSMUSG00000044594	Serpinb3a	0	2	0	0	0	1	0	0
ENSMUSG00000073602	Serpinb3b	0	0	1	0	0	0	0	0
ENSMUSG00000073601	Serpinb3c	0	0	0	0	0	0	0	0
ENSMUSG00000058017	Serpinb3d	0	0	0	0	0	0	0	0
ENSMUSG00000067006	Serpinb5	0	0	0	0	0	0	2	0
ENSMUSG00000060147	Serpinb6a	192	204	170	195	131	205	328	172
ENSMUSG00000042842	Serpinb6b	4	8	6	1	1	0	0	3
ENSMUSG00000052180	Serpinb6c	7	2	3	2	2	2	0	5
ENSMUSG00000047889	Serpinb6d	1	1	0	0	1	3	0	4
ENSMUSG00000069248	Serpinb6e	1	0	0	0	0	0	2	0
ENSMUSG00000067001	Serpinb7	0	0	0	1	0	0	1	0
ENSMUSG00000026315	Serpinb8	59	43	42	51	55	63	103	66
ENSMUSG00000045827	Serpinb9	233	186	194	89	51	104	176	101
ENSMUSG00000021403	Serpinb9b	8	4	8	12	3	10	5	6
ENSMUSG00000021404	Serpinb9c	20	23	15	20	17	43	50	38
ENSMUSG00000054266	Serpinb9d	2	2	0	0	0	0	1	2
ENSMUSG00000062342	Serpinb9e	2	1	1	3	9	4	12	6
ENSMUSG00000038327	Serpinb9f	3	2	1	1	2	7	6	4
ENSMUSG00000057726	Serpinb9g	1	2	2	1	0	4	0	0
ENSMUSG00000026715	Serpinc1	15	10	8	1	8	5	25	13
ENSMUSG00000022766	Serpind1	10	19	16	6	4	10	15	6
ENSMUSG00000037411	Serpine1	73	38	75	102	99	51	158	58
ENSMUSG00000026249	Serpine2	2114	1825	1844	2601	1712	3387	2375	1438
ENSMUSG00000091155	Serpine3	36	28	20	28	18	16	42	23
ENSMUSG00000000753	Serpinf1	733	791	800	1023	575	927	1071	462
ENSMUSG00000038224	Serpinf2	0	0	2	0	0	0	2	0
ENSMUSG00000023224	Serping1	451	318	429	404	85	149	217	110
ENSMUSG00000070436	Serpinh1	315	478	319	364	440	835	674	352
ENSMUSG00000027834	Serpini1	46	39	28	20	9	21	38	18
ENSMUSG00000034139	Serpini2	0	0	2	0	0	0	0	0
ENSMUSG00000008384	Sertad1	34	25	15	14	29	16	33	24
ENSMUSG00000049800	Sertad2	211	218	182	246	240	406	443	245
ENSMUSG00000055200	Sertad3	10	9	4	5	8	3	6	6
ENSMUSG00000016262	Sertad4	191	324	192	217	126	179	237	155
ENSMUSG00000056306	Sertm1	0	0	0	0	0	0	0	0
ENSMUSG00000038332	Sesn1	616	558	456	486	290	336	604	378
ENSMUSG00000028893	Sesn2	40	68	29	63	124	256	202	102
ENSMUSG00000032009	Sesn3	203	188	171	179	203	301	336	191
ENSMUSG00000042272	Sestd1	990	926	807	803	697	1149	1263	811
ENSMUSG00000054766	Set	694	943	778	454	446	885	795	609
ENSMUSG00000024548	Setbp1	809	678	575	402	290	459	722	482
ENSMUSG00000042308	Setd1a	263	193	192	235	268	347	473	223
ENSMUSG00000038384	Setd1b	151	117	119	141	127	165	225	130
ENSMUSG00000044791	Setd2	1616	1427	1311	800	600	1087	1660	1144
ENSMUSG00000056770	Setd3	247	263	197	208	193	353	408	296
ENSMUSG00000022948	Setd4	15	14	14	3	10	11	23	10
ENSMUSG00000034269	Setd5	3260	2984	2792	1418	1317	2096	3255	2217
ENSMUSG00000031671	Setd6	577	681	474	182	150	301	359	315
ENSMUSG00000037111	Setd7	1049	750	900	723	529	816	1130	696
ENSMUSG00000015697	Setdb1	280	360	320	319	274	457	527	343
ENSMUSG00000071350	Setdb2	152	105	133	123	100	110	127	61
ENSMUSG00000034639	Setmar	34	25	16	17	20	36	46	35
ENSMUSG00000043535	Setx	2170	2183	1477	1244	1193	2183	2360	1762
ENSMUSG00000000632	Sez6	0	0	0	0	0	0	0	1
ENSMUSG00000058153	Sez6l	0	0	0	0	0	0	0	0
ENSMUSG00000030683	Sez6l2	3	5	1	2	0	1	3	0
ENSMUSG00000024949	Sf1	1339	1634	1179	1108	956	1562	1557	1073
ENSMUSG00000002129	Sf3a1	198	218	202	243	169	294	343	206
ENSMUSG00000020211	Sf3a2	16	15	27	36	34	50	36	20
ENSMUSG00000028902	Sf3a3	183	172	115	133	111	162	210	130
ENSMUSG00000025982	Sf3b1	3645	3620	3092	2181	1597	2545	3704	2542
ENSMUSG00000024853	Sf3b2	601	568	484	581	536	774	1001	686
ENSMUSG00000033732	Sf3b3	1064	1108	850	1283	1033	1929	2033	1260
ENSMUSG00000068856	Sf3b4	69	52	44	92	98	124	110	54
ENSMUSG00000078348	Sf3b5	45	60	62	56	57	74	79	52
ENSMUSG00000037361	Sf3b6	83	77	84	55	59	95	125	77
ENSMUSG00000023764	Sfi1	772	575	630	550	490	613	942	553
ENSMUSG00000006527	Sfmbt1	238	203	173	216	139	270	288	204
ENSMUSG00000061186	Sfmbt2	34	30	40	21	27	24	25	20
ENSMUSG00000047281	Sfn	1	3	0	3	2	1	1	2
ENSMUSG00000028820	Sfpq	946	786	741	566	491	826	928	680
ENSMUSG00000025066	Sfr1	980	1150	855	785	596	1091	1049	722
ENSMUSG00000031548	Sfrp1	85	38	76	25	4	4	7	1
ENSMUSG00000027996	Sfrp2	20	14	27	8	10	7	25	9
ENSMUSG00000021319	Sfrp4	21	8	18	14	0	2	7	3
ENSMUSG00000018822	Sfrp5	2	3	2	11	1	2	0	2
ENSMUSG00000029439	Sfswap	290	181	193	190	166	245	301	215
ENSMUSG00000073468	Sft2d1	28	24	18	23	31	33	26	25
ENSMUSG00000040848	Sft2d2	188	269	179	248	304	551	635	367
ENSMUSG00000044982	Sft2d3	120	102	112	65	46	101	121	75
ENSMUSG00000090509	Sfta2	0	0	0	0	0	0	0	0
ENSMUSG00000021789	Sftpa1	0	0	0	2	0	0	0	0
ENSMUSG00000056370	Sftpb	6	1	1	5	3	5	1	1
ENSMUSG00000022097	Sftpc	0	0	0	0	0	0	0	0
ENSMUSG00000021795	Sftpd	0	1	0	0	0	0	0	0
ENSMUSG00000021474	Sfxn1	558	539	465	486	465	804	822	553
ENSMUSG00000025036	Sfxn2	281	265	202	132	115	223	276	193
ENSMUSG00000025212	Sfxn3	241	192	390	172	146	202	354	173
ENSMUSG00000063698	Sfxn4	81	70	55	25	41	39	75	43
ENSMUSG00000033720	Sfxn5	27	33	23	34	20	26	60	24
ENSMUSG00000001508	Sgca	1	0	1	0	0	0	0	0
ENSMUSG00000029156	Sgcb	69	55	58	57	44	82	102	74
ENSMUSG00000020354	Sgcd	159	101	142	153	127	184	279	141
ENSMUSG00000004631	Sgce	256	229	151	197	122	199	366	215
ENSMUSG00000035296	Sgcg	0	0	0	0	0	0	0	0
ENSMUSG00000039539	Sgcz	3	0	0	0	1	0	0	0
ENSMUSG00000028524	Sgip1	13	6	7	11	5	0	3	3
ENSMUSG00000019970	Sgk1	2344	1798	1817	2148	1362	1905	2311	1444
ENSMUSG00000017868	Sgk2	4	4	1	1	6	11	16	8
ENSMUSG00000025915	Sgk3	11	6	3	7	2	6	11	7
ENSMUSG00000040451	Sgms1	265	234	189	223	196	319	404	253
ENSMUSG00000050931	Sgms2	93	99	115	104	106	165	182	117
ENSMUSG00000023940	Sgol1	144	111	128	40	28	34	64	43
ENSMUSG00000020097	Sgpl1	495	414	388	402	388	576	655	491
ENSMUSG00000021054	Sgpp1	1883	2077	1676	938	796	1201	1680	1115
ENSMUSG00000032908	Sgpp2	22	12	34	12	22	17	18	25
ENSMUSG00000005043	Sgsh	33	47	47	49	58	54	103	69
ENSMUSG00000042216	Sgsm1	5	11	5	12	11	8	13	20
ENSMUSG00000038351	Sgsm2	36	23	19	19	36	28	53	26
ENSMUSG00000042303	Sgsm3	16	22	24	38	30	35	54	29
ENSMUSG00000004937	Sgta	94	139	104	131	142	196	208	137
ENSMUSG00000042743	Sgtb	203	133	172	77	76	118	153	78
ENSMUSG00000030733	Sh2b1	78	77	67	64	59	107	114	89
ENSMUSG00000005057	Sh2b2	19	24	24	14	36	54	73	39
ENSMUSG00000042594	Sh2b3	50	52	66	53	54	76	89	52
ENSMUSG00000005696	Sh2d1a	0	0	0	0	0	0	0	0
ENSMUSG00000102418	Sh2d1b1	0	1	0	1	0	0	1	0
ENSMUSG00000073494	Sh2d1b2	0	1	2	0	0	0	0	0
ENSMUSG00000028071	Sh2d2a	7	3	0	1	4	4	5	3
ENSMUSG00000059013	Sh2d3c	2	3	1	2	1	1	8	4
ENSMUSG00000053886	Sh2d4a	5	4	6	2	15	22	16	17
ENSMUSG00000037833	Sh2d4b	0	0	1	2	0	5	0	1
ENSMUSG00000045349	Sh2d5	6	2	6	6	8	4	9	9
ENSMUSG00000046460	Sh2d7	0	0	2	0	4	5	5	4
ENSMUSG00000040666	Sh3bgr	0	0	0	0	0	0	1	1
ENSMUSG00000031246	Sh3bgrl	2437	1830	1672	1180	831	1626	1552	1263
ENSMUSG00000032261	Sh3bgrl2	11	7	2	30	27	18	23	23
ENSMUSG00000028843	Sh3bgrl3	20	20	26	27	46	34	82	30
ENSMUSG00000022436	Sh3bp1	37	18	43	26	30	22	50	28
ENSMUSG00000054520	Sh3bp2	11	9	28	11	15	17	37	10
ENSMUSG00000036206	Sh3bp4	52	46	49	62	46	70	53	24
ENSMUSG00000021892	Sh3bp5	43	43	44	28	22	52	57	47
ENSMUSG00000013646	Sh3bp5l	52	55	39	32	37	74	56	69
ENSMUSG00000028082	Sh3d19	637	576	565	457	226	366	544	268
ENSMUSG00000073758	Sh3d21	6	5	15	10	11	6	14	11
ENSMUSG00000003200	Sh3gl1	59	66	63	146	128	218	181	94
ENSMUSG00000028488	Sh3gl2	5	0	0	0	0	0	1	0
ENSMUSG00000030638	Sh3gl3	5	11	11	10	6	6	13	2
ENSMUSG00000037062	Sh3glb1	2698	2423	2209	1636	1400	2071	2899	1753
ENSMUSG00000026860	Sh3glb2	61	73	44	54	57	67	112	57
ENSMUSG00000040990	Sh3kbp1	998	680	749	477	416	679	1063	710
ENSMUSG00000053617	Sh3pxd2a	2066	1651	1714	1759	1452	1882	3578	2078
ENSMUSG00000040711	Sh3pxd2b	213	181	217	201	151	254	304	212
ENSMUSG00000031642	Sh3rf1	178	150	131	186	104	159	246	99
ENSMUSG00000057719	Sh3rf2	1	1	0	1	0	2	2	0
ENSMUSG00000037990	Sh3rf3	55	22	37	13	17	15	24	8
ENSMUSG00000036553	Sh3tc1	8	1	0	9	10	5	10	4
ENSMUSG00000045629	Sh3tc2	0	1	0	0	0	3	3	4
ENSMUSG00000020669	Sh3yl1	15	23	10	11	19	29	25	14
ENSMUSG00000038738	Shank1	1	3	6	0	0	4	3	1
ENSMUSG00000037541	Shank2	26	13	19	14	11	21	24	20
ENSMUSG00000022623	Shank3	0	4	0	0	0	0	2	0
ENSMUSG00000022552	Sharpin	106	96	101	125	89	130	155	93
ENSMUSG00000044813	Shb	17	19	17	25	19	26	47	17
ENSMUSG00000005202	Shbg	0	0	0	0	0	0	0	0
ENSMUSG00000042626	Shc1	492	430	475	509	539	838	957	608
ENSMUSG00000020312	Shc2	24	25	45	30	33	43	63	35
ENSMUSG00000021448	Shc3	0	0	0	1	0	0	0	0
ENSMUSG00000035109	Shc4	44	26	44	24	19	26	42	27
ENSMUSG00000022322	Shcbp1	27	7	20	15	9	14	12	5
ENSMUSG00000042708	Shcbp1l	21	27	18	14	13	19	27	20
ENSMUSG00000039154	Shd	1	0	1	1	0	0	2	0
ENSMUSG00000046280	She	11	9	6	7	5	5	8	3
ENSMUSG00000033256	Shf	4	2	2	3	1	7	8	1
ENSMUSG00000042541	Shfm1	113	153	130	132	83	156	113	95
ENSMUSG00000002633	Shh	0	0	0	0	0	0	0	0
ENSMUSG00000044461	Shisa2	18	16	8	6	3	5	3	5
ENSMUSG00000050010	Shisa3	0	0	0	2	0	0	0	0
ENSMUSG00000041889	Shisa4	12	17	28	21	29	29	32	16
ENSMUSG00000025647	Shisa5	424	304	417	929	570	772	772	402
ENSMUSG00000053930	Shisa6	4	1	3	0	2	2	1	1
ENSMUSG00000053550	Shisa7	1	0	0	0	0	1	0	0
ENSMUSG00000022494	Shisa9	0	0	0	2	0	0	1	0
ENSMUSG00000089832	Shkbp1	14	4	11	19	13	18	15	8
ENSMUSG00000020534	Shmt1	25	28	23	18	35	43	43	35
ENSMUSG00000025403	Shmt2	235	355	229	400	778	1624	1101	656
ENSMUSG00000024976	Shoc2	1700	1660	1360	923	855	1377	1970	1248
ENSMUSG00000027833	Shox2	18	17	26	15	20	16	33	12
ENSMUSG00000005951	Shpk	30	22	16	31	26	52	48	45
ENSMUSG00000090112	Shprh	841	635	543	557	402	608	775	599
ENSMUSG00000035378	Shq1	47	37	21	30	24	41	69	34
ENSMUSG00000018387	Shroom1	7	4	2	5	5	9	11	7
ENSMUSG00000045180	Shroom2	0	0	1	0	2	0	1	2
ENSMUSG00000029381	Shroom3	74	59	54	52	25	25	61	52
ENSMUSG00000068270	Shroom4	74	50	45	47	43	38	109	62
ENSMUSG00000001942	Siae	262	177	190	134	121	170	397	185
ENSMUSG00000036840	Siah1a	364	369	216	213	154	405	349	274
ENSMUSG00000040749	Siah1b	19	21	21	20	15	26	25	10
ENSMUSG00000036432	Siah2	47	72	43	27	41	106	94	64
ENSMUSG00000091722	Siah3	0	0	0	0	0	0	0	0
ENSMUSG00000022696	Sidt1	1	1	0	0	0	0	0	1
ENSMUSG00000034908	Sidt2	449	371	419	618	381	459	646	380
ENSMUSG00000025494	Sigirr	0	0	0	0	0	0	0	0
ENSMUSG00000027322	Siglec1	0	3	0	1	0	2	0	0
ENSMUSG00000091055	Siglec15	0	0	0	0	0	0	0	1
ENSMUSG00000030474	Siglece	1	0	1	0	0	0	1	0
ENSMUSG00000030468	Siglecg	0	0	0	0	1	0	3	3
ENSMUSG00000051504	Siglech	0	0	2	0	1	0	0	0
ENSMUSG00000036078	Sigmar1	78	85	104	186	225	325	323	162
ENSMUSG00000024042	Sik1	120	75	92	163	132	190	233	97
ENSMUSG00000037112	Sik2	2014	1824	1688	1298	1501	2093	3030	2114
ENSMUSG00000034135	Sik3	426	420	423	317	304	334	576	345
ENSMUSG00000027854	Sike1	341	311	276	200	228	319	482	290
ENSMUSG00000024357	Sil1	65	74	78	67	75	124	123	84
ENSMUSG00000019913	Sim1	2	1	1	1	0	0	0	1
ENSMUSG00000062713	Sim2	0	0	0	0	0	0	0	0
ENSMUSG00000043183	Simc1	187	184	105	124	77	128	214	110
ENSMUSG00000042557	Sin3a	926	943	772	536	524	822	1101	731
ENSMUSG00000031622	Sin3b	170	159	185	154	173	225	279	174
ENSMUSG00000056917	Sipa1	83	72	49	68	39	62	89	60
ENSMUSG00000042700	Sipa1l1	1565	1263	1350	1167	1034	1421	1907	1101
ENSMUSG00000001995	Sipa1l2	216	168	154	175	194	288	291	209
ENSMUSG00000030583	Sipa1l3	95	95	114	119	99	137	161	101
ENSMUSG00000037902	Sirpa	189	158	158	190	249	276	484	364
ENSMUSG00000095788	Sirpb1a	2	2	0	0	2	6	3	0
ENSMUSG00000095028	Sirpb1b	0	2	0	0	0	0	0	0
ENSMUSG00000020063	Sirt1	356	276	281	306	203	365	438	280
ENSMUSG00000015149	Sirt2	298	209	314	312	317	431	667	380
ENSMUSG00000025486	Sirt3	39	20	48	36	26	41	68	36
ENSMUSG00000029524	Sirt4	31	25	33	32	32	57	48	41
ENSMUSG00000054021	Sirt5	22	31	12	23	7	29	24	9
ENSMUSG00000034748	Sirt6	16	20	19	36	34	44	38	26
ENSMUSG00000025138	Sirt7	58	59	48	73	60	112	149	81
ENSMUSG00000027790	Sis	8	4	4	4	1	3	3	2
ENSMUSG00000028460	Sit1	0	0	0	0	0	0	0	0
ENSMUSG00000064326	Siva1	21	36	27	30	16	25	41	24
ENSMUSG00000051367	Six1	1138	821	861	751	559	769	1228	707
ENSMUSG00000024134	Six2	0	0	0	0	0	0	0	0
ENSMUSG00000038805	Six3	0	0	0	0	0	0	1	0
ENSMUSG00000093460	Six3os1	1	0	0	0	0	1	0	0
ENSMUSG00000034460	Six4	214	187	195	192	121	215	251	143
ENSMUSG00000040841	Six5	71	79	85	61	52	60	91	42
ENSMUSG00000021099	Six6	104	75	44	15	24	61	71	42
ENSMUSG00000036223	Ska1	12	0	5	4	0	4	3	2
ENSMUSG00000020492	Ska2	39	32	28	34	33	54	55	41
ENSMUSG00000021965	Ska3	30	31	15	17	12	22	30	7
ENSMUSG00000057058	Skap1	2	4	1	1	2	3	2	0
ENSMUSG00000059182	Skap2	283	348	211	184	158	343	386	267
ENSMUSG00000029050	Ski	452	377	418	328	227	351	525	275
ENSMUSG00000054074	Skida1	21	10	16	13	6	2	12	11
ENSMUSG00000027660	Skil	959	805	733	785	496	853	1009	597
ENSMUSG00000089773	Skint1	0	1	0	0	0	0	0	0
ENSMUSG00000048766	Skint10	1	0	3	0	0	0	0	0
ENSMUSG00000057977	Skint11	0	0	0	0	0	0	0	0
ENSMUSG00000034359	Skint2	0	0	0	1	0	1	0	0
ENSMUSG00000070868	Skint3	0	0	0	0	0	0	0	0
ENSMUSG00000055960	Skint4	0	0	0	0	0	0	0	0
ENSMUSG00000078598	Skint5	1	0	2	1	0	0	1	0
ENSMUSG00000087194	Skint6	1	0	0	1	0	0	0	0
ENSMUSG00000049214	Skint7	0	1	0	0	0	2	0	2
ENSMUSG00000078599	Skint8	0	0	1	0	0	0	0	0
ENSMUSG00000049972	Skint9	0	0	0	0	0	0	0	0
ENSMUSG00000040356	Skiv2l	491	462	431	245	302	394	505	290
ENSMUSG00000016018	Skiv2l2	668	748	495	280	230	343	622	401
ENSMUSG00000022245	Skor1	0	1	0	0	0	0	0	0
ENSMUSG00000091519	Skor2	0	0	0	0	0	0	0	0
ENSMUSG00000036309	Skp1a	1186	834	897	1119	569	1141	1557	1036
ENSMUSG00000054115	Skp2	253	183	197	142	97	155	234	132
ENSMUSG00000022372	Sla	1	2	0	1	2	3	2	0
ENSMUSG00000027636	Sla2	182	202	157	245	199	406	375	260
ENSMUSG00000055717	Slain1	1	1	0	0	0	0	0	0
ENSMUSG00000089707	Slain1os	0	0	0	0	0	0	1	0
ENSMUSG00000036087	Slain2	424	380	398	289	288	562	544	386
ENSMUSG00000015316	Slamf1	1	1	5	0	1	0	0	0
ENSMUSG00000015314	Slamf6	0	0	1	0	0	0	0	0
ENSMUSG00000038179	Slamf7	3	0	0	0	0	0	0	2
ENSMUSG00000053318	Slamf8	0	0	1	0	0	1	0	0
ENSMUSG00000026548	Slamf9	0	0	0	0	0	0	0	0
ENSMUSG00000004642	Slbp	150	157	143	149	99	162	170	105
ENSMUSG00000021135	Slc10a1	24	19	25	24	14	17	28	15
ENSMUSG00000023073	Slc10a2	0	0	3	0	1	0	0	0
ENSMUSG00000032806	Slc10a3	52	57	37	70	94	169	133	82
ENSMUSG00000029219	Slc10a4	0	0	0	0	1	0	1	0
ENSMUSG00000058921	Slc10a5	3	1	1	2	1	4	5	3
ENSMUSG00000029321	Slc10a6	116	113	119	133	140	270	244	180
ENSMUSG00000031684	Slc10a7	138	100	102	116	94	116	144	81
ENSMUSG00000026177	Slc11a1	0	0	0	0	0	1	0	1
ENSMUSG00000023030	Slc11a2	467	473	387	477	616	1140	917	622
ENSMUSG00000027202	Slc12a1	3	0	2	4	1	2	4	2
ENSMUSG00000024597	Slc12a2	2162	2414	1564	1792	893	1710	1857	1205
ENSMUSG00000031766	Slc12a3	0	0	0	0	0	1	1	1
ENSMUSG00000017765	Slc12a4	74	66	82	117	75	159	142	86
ENSMUSG00000017740	Slc12a5	14	15	5	8	6	8	9	4
ENSMUSG00000027130	Slc12a6	567	541	422	353	317	492	639	416
ENSMUSG00000017756	Slc12a7	99	94	95	74	92	121	167	94
ENSMUSG00000035506	Slc12a8	0	0	5	1	0	1	0	0
ENSMUSG00000037344	Slc12a9	25	33	18	22	44	55	64	38
ENSMUSG00000029700	Slc13a1	4	1	1	1	2	1	0	0
ENSMUSG00000001095	Slc13a2	0	1	1	0	0	0	0	0
ENSMUSG00000085747	Slc13a2os	1	0	0	0	0	1	0	0
ENSMUSG00000018459	Slc13a3	1	1	0	0	0	0	1	0
ENSMUSG00000029843	Slc13a4	12	6	10	12	8	16	28	11
ENSMUSG00000020805	Slc13a5	0	0	0	0	0	0	0	0
ENSMUSG00000059336	Slc14a1	0	0	0	0	0	2	0	0
ENSMUSG00000024552	Slc14a2	1	1	2	3	0	0	0	1
ENSMUSG00000025557	Slc15a1	3	1	2	0	0	0	4	1
ENSMUSG00000022899	Slc15a2	3	2	3	3	3	3	7	4
ENSMUSG00000024737	Slc15a3	4	3	4	3	1	4	2	4
ENSMUSG00000029416	Slc15a4	115	108	87	146	150	213	293	170
ENSMUSG00000044378	Slc15a5	1	0	0	0	0	0	3	2
ENSMUSG00000032902	Slc16a1	1711	1888	1551	1461	1342	3439	2838	1994
ENSMUSG00000019838	Slc16a10	67	71	46	49	130	199	261	151
ENSMUSG00000040938	Slc16a11	2	0	2	0	0	1	2	1
ENSMUSG00000009378	Slc16a12	2	1	2	0	0	0	3	0
ENSMUSG00000044367	Slc16a13	4	4	0	5	3	3	7	6
ENSMUSG00000026220	Slc16a14	5	10	0	1	1	0	6	0
ENSMUSG00000033965	Slc16a2	11	9	11	5	13	16	18	24
ENSMUSG00000025161	Slc16a3	9	12	24	30	14	9	36	20
ENSMUSG00000027896	Slc16a4	168	119	115	137	85	95	158	94
ENSMUSG00000045775	Slc16a5	0	2	5	4	9	17	13	7
ENSMUSG00000041920	Slc16a6	28	25	32	12	17	9	42	17
ENSMUSG00000020102	Slc16a7	3	0	3	1	1	0	5	2
ENSMUSG00000032988	Slc16a8	0	0	1	0	2	0	1	1
ENSMUSG00000037762	Slc16a9	38	32	25	43	34	45	97	44
ENSMUSG00000021335	Slc17a1	1	2	1	2	0	2	0	0
ENSMUSG00000036110	Slc17a2	0	0	3	0	0	0	0	0
ENSMUSG00000036083	Slc17a3	1	0	0	3	1	0	0	2
ENSMUSG00000021336	Slc17a4	1	0	0	0	0	0	0	0
ENSMUSG00000049624	Slc17a5	193	215	126	154	149	255	337	204
ENSMUSG00000030500	Slc17a6	0	0	2	3	1	0	0	0
ENSMUSG00000070570	Slc17a7	0	0	0	0	1	0	0	0
ENSMUSG00000019935	Slc17a8	8	7	2	1	3	2	5	2
ENSMUSG00000023393	Slc17a9	1	2	5	1	2	1	2	1
ENSMUSG00000036330	Slc18a1	1	0	1	4	0	3	6	0
ENSMUSG00000025094	Slc18a2	81	57	41	33	47	71	81	62
ENSMUSG00000100241	Slc18a3	0	0	0	0	0	0	0	0
ENSMUSG00000037455	Slc18b1	87	154	125	124	117	209	250	132
ENSMUSG00000001436	Slc19a1	31	29	32	56	54	112	89	53
ENSMUSG00000040918	Slc19a2	66	54	45	63	56	90	114	70
ENSMUSG00000038496	Slc19a3	0	2	0	0	2	1	1	2
