Ensid	Enstxid	sym	Tx.len	GC
ENSMUSG00000109917	ENSMUST00000210229	Gm45671	3920	0.493
ENSMUSG00000109918	ENSMUST00000211388	Gm45374	136	0.463
ENSMUSG00000109919	ENSMUST00000210293	Gm45673	358	0.366
ENSMUSG00000109920	ENSMUST00000211175	Gm9604	433	0.48
ENSMUSG00000109921	ENSMUST00000209741	Gm33326	3815	0.428
ENSMUSG00000109922	ENSMUST00000211091	Gm20948	449	0.421
ENSMUSG00000109923	ENSMUST00000210329	Gm20039	394	0.454
ENSMUSG00000109924	ENSMUST00000211252	Gm18781	924	0.486
ENSMUSG00000109925	ENSMUST00000209283	Gm45315	333	0.459
ENSMUSG00000109926	ENSMUST00000210701	Gm45808	789	0.537
ENSMUSG00000109927	ENSMUST00000210090	Gm45264	3995	0.349
ENSMUSG00000109928	ENSMUST00000210313	Gm45539	428	0.516
ENSMUSG00000109929	ENSMUST00000210046	Gm45268	370	0.444
ENSMUSG00000109930	ENSMUST00000210674	Gm34730	4077	0.447
ENSMUSG00000109931	ENSMUST00000209672	Gm39929	693	0.492
ENSMUSG00000109932	ENSMUST00000210047	Gm7319	778	0.464
ENSMUSG00000109933	ENSMUST00000209657	Gm7600	785	0.461
ENSMUSG00000109934	ENSMUST00000210441	Gm45392	214	0.481
ENSMUSG00000109935	ENSMUST00000210649	Gm7619	1282	0.483
ENSMUSG00000109936	ENSMUST00000211255	Gm45889	2358	0.469
ENSMUSG00000109937	ENSMUST00000210757	Gm45247	309	0.43
ENSMUSG00000109938	ENSMUST00000210848	Gm6009	280	0.475
ENSMUSG00000109939	ENSMUST00000211621	Gm19232	652	0.359
ENSMUSG00000109940	ENSMUST00000209955	Gm45399	1016	0.408
ENSMUSG00000109941	ENSMUST00000210390	Exosc6	1326	0.648
ENSMUSG00000109942	ENSMUST00000209917	Gm45262	1463	0.338
ENSMUSG00000109943	ENSMUST00000209227	Gm45610	784	0.444
ENSMUSG00000109944	ENSMUST00000211651	Gm32975	584	0.387
ENSMUSG00000109945	ENSMUST00000211483	Gm45601	6753	0.451
ENSMUSG00000109946	ENSMUST00000209765	Brd3os	1898	0.551
ENSMUSG00000109947	ENSMUST00000209808	Gm45669	459	0.536
ENSMUSG00000109948	ENSMUST00000210236	Gm45288	151	0.45
ENSMUSG00000109949	ENSMUST00000211796	Gm45402	223	0.354
ENSMUSG00000109950	ENSMUST00000209380	Gm45550	946	0.486
ENSMUSG00000109951	ENSMUST00000210431	Olfr601	2266	0.396
ENSMUSG00000109952	ENSMUST00000209891	Gm45395	559	0.487
ENSMUSG00000109953	ENSMUST00000209427	5430430B14Rik	1630	0.45
ENSMUSG00000109954	ENSMUST00000210723	Gm45371	459	0.699
ENSMUSG00000109955	ENSMUST00000211458	Gm18644	815	0.395
ENSMUSG00000109956	ENSMUST00000209619	Gm45428	1789	0.395
ENSMUSG00000109957	ENSMUST00000210581	Gm45353	252	0.54
ENSMUSG00000109958	ENSMUST00000211351	Gm32786	628	0.547
ENSMUSG00000109959	ENSMUST00000211342	Gm45355	296	0.5
ENSMUSG00000109960	ENSMUST00000210283	Gm45575	548	0.546
ENSMUSG00000109961	ENSMUST00000210553	Gm31983	3155	0.506
ENSMUSG00000109962	ENSMUST00000211477	1700025L06Rik	1623	0.562
ENSMUSG00000109963	ENSMUST00000211516	Gm45635	2134	0.357
ENSMUSG00000109964	ENSMUST00000210560	Gm45350	509	0.534
ENSMUSG00000109965	ENSMUST00000209938	Gm45274	647	0.497
ENSMUSG00000109966	ENSMUST00000210900	Gm34623	977	0.438
ENSMUSG00000109967	ENSMUST00000210131	Gm45883	853	0.48
ENSMUSG00000109968	ENSMUST00000211320	Gm45612	160	0.625
ENSMUSG00000109969	ENSMUST00000210559	Zscan4-ps3	2277	0.421
ENSMUSG00000109970	ENSMUST00000209266	Gm17995	530	0.455
ENSMUSG00000109971	ENSMUST00000210315	Gm45279	391	0.473
ENSMUSG00000109972	ENSMUST00000211543	Gm17989	412	0.429
ENSMUSG00000109973	ENSMUST00000209816	Gm45397	1600	0.469
ENSMUSG00000109974	ENSMUST00000209342	Gm2221	418	0.538
ENSMUSG00000109975	ENSMUST00000211164	Gm19196	363	0.504
ENSMUSG00000109976	ENSMUST00000209748	Gm19683	1781	0.475
ENSMUSG00000109977	ENSMUST00000209790	Gm19140	421	0.418
ENSMUSG00000109978	ENSMUST00000211658	Gm45530	225	0.427
ENSMUSG00000109979	ENSMUST00000209279	Gm45596	434	0.491
ENSMUSG00000109980	ENSMUST00000210771	Gm45538	1061	0.439
ENSMUSG00000109981	ENSMUST00000210345	Gm36849	680	0.499
ENSMUSG00000109982	ENSMUST00000210109	Gm45520	2031	0.428
ENSMUSG00000109983	ENSMUST00000211275	Gm9685	538	0.444
ENSMUSG00000109984	ENSMUST00000210035	Gm38948	688	0.558
ENSMUSG00000109985	ENSMUST00000209777	Gm18640	2165	0.45
ENSMUSG00000109986	ENSMUST00000209697	4930465I24Rik	426	0.416
ENSMUSG00000109987	ENSMUST00000210858	Gm18414	694	0.416
ENSMUSG00000109988	ENSMUST00000210857	Gm45651	335	0.478
ENSMUSG00000109990	ENSMUST00000209327	Gm45543	88	0.5
ENSMUSG00000109991	ENSMUST00000209609	Gm6284	4287	0.504
ENSMUSG00000109992	ENSMUST00000211162	Gm45650	2169	0.427
ENSMUSG00000109993	ENSMUST00000209295	Gm45659	564	0.45
ENSMUSG00000109994	ENSMUST00000209882	Gm45459	442	0.389
ENSMUSG00000109995	ENSMUST00000209977	B020031H02Rik	3673	0.508
ENSMUSG00000109996	ENSMUST00000209232	Gm31898	1540	0.479
ENSMUSG00000109997	ENSMUST00000210409	9430099M06Rik	742	0.392
ENSMUSG00000109998	ENSMUST00000211418	Gm45437	694	0.54
ENSMUSG00000109999	ENSMUST00000209554	Gm35368	1244	0.445
ENSMUSG00000110000	ENSMUST00000209257	Gm33501	1193	0.364
ENSMUSG00000110001	ENSMUST00000209497	C86187	2415	0.475
ENSMUSG00000110002	ENSMUST00000211135	Gm45680	214	0.533
ENSMUSG00000110003	ENSMUST00000209453	Gm45403	276	0.392
ENSMUSG00000110004	ENSMUST00000209826	Gm45440	1655	0.38
ENSMUSG00000110005	ENSMUST00000210874	Gm18123	822	0.5
ENSMUSG00000110006	ENSMUST00000210084	Gm45490	742	0.397
ENSMUSG00000110007	ENSMUST00000210140	Gm45352	1452	0.379
ENSMUSG00000110008	ENSMUST00000210453	Olfr560	2168	0.424
ENSMUSG00000110009	ENSMUST00000210408	4930543E12Rik	1429	0.454
ENSMUSG00000110010	ENSMUST00000209629	Gm45629	2546	0.453
ENSMUSG00000110011	ENSMUST00000210098	Gm29817	172	0.354
ENSMUSG00000110012	ENSMUST00000213184	Olfr644	3572	0.375
ENSMUSG00000110013	ENSMUST00000210977	1190028D05Rik	763	0.403
ENSMUSG00000110014	ENSMUST00000211041	Gm5361	1498	0.463
ENSMUSG00000110015	ENSMUST00000211015	Gm33968	1562	0.455
ENSMUSG00000110016	ENSMUST00000210260	Gm20751	1270	0.467
ENSMUSG00000110017	ENSMUST00000211157	Gm45237	2452	0.462
ENSMUSG00000110018	ENSMUST00000211750	5430437J10Rik	1234	0.454
ENSMUSG00000110019	ENSMUST00000211125	Gm8748	587	0.453
ENSMUSG00000110020	ENSMUST00000209301	Gm45441	1235	0.54
ENSMUSG00000110022	ENSMUST00000209381	Gm45475	309	0.408
ENSMUSG00000110023	ENSMUST00000210252	Gm45505	948	0.528
ENSMUSG00000110024	ENSMUST00000209309	Gm7210	1067	0.502
ENSMUSG00000110025	ENSMUST00000210122	Gm20586	547	0.391
ENSMUSG00000110026	ENSMUST00000210416	Gm35625	316	0.44
ENSMUSG00000110027	ENSMUST00000210356	C030029H02Rik	2980	0.456
ENSMUSG00000110028	ENSMUST00000209231	Gm34838	958	0.416
ENSMUSG00000110030	ENSMUST00000211053	Gm45546	2394	0.525
ENSMUSG00000110031	ENSMUST00000209215	Gm18205	841	0.468
ENSMUSG00000110032	ENSMUST00000210152	Gm8436	1080	0.452
ENSMUSG00000110033	ENSMUST00000210954	NA	939	0.451
ENSMUSG00000110034	ENSMUST00000211772	Gm45379	549	0.371
ENSMUSG00000110035	ENSMUST00000210605	Gm30931	1525	0.443
ENSMUSG00000110036	ENSMUST00000210123	Gm6303	471	0.438
ENSMUSG00000110037	ENSMUST00000209357	4930543N07Rik	1364	0.471
ENSMUSG00000110038	ENSMUST00000211137	Gm45570	495	0.406
ENSMUSG00000110039	ENSMUST00000210443	Gm45541	54	0.5
ENSMUSG00000110040	ENSMUST00000133843	Gm49369	833	0.561
ENSMUSG00000110041	ENSMUST00000210859	Olfr673-ps1	411	0.395
ENSMUSG00000110042	ENSMUST00000211557	Gm4224	1594	0.365
ENSMUSG00000110043	ENSMUST00000211123	Gm7328	2225	0.492
ENSMUSG00000110044	ENSMUST00000210550	Gm45434	293	0.461
ENSMUSG00000110045	ENSMUST00000210654	Gm38590	1803	0.413
ENSMUSG00000110046	ENSMUST00000210310	Gm45484	1141	0.274
ENSMUSG00000110047	ENSMUST00000209781	A230085B16Rik	1856	0.394
ENSMUSG00000110048	ENSMUST00000209386	Gm45433	247	0.522
ENSMUSG00000110049	ENSMUST00000211377	Gm3836	1613	0.434
ENSMUSG00000110050	ENSMUST00000209217	Gm45259	1006	0.333
ENSMUSG00000110051	ENSMUST00000211642	Gm45322	1361	0.439
ENSMUSG00000110052	ENSMUST00000211264	1700020G03Rik	889	0.619
ENSMUSG00000110053	ENSMUST00000210896	Gm29682	1251	0.502
ENSMUSG00000110054	ENSMUST00000210087	Gm18851	1058	0.42
ENSMUSG00000110055	ENSMUST00000210421	Gm18857	901	0.441
ENSMUSG00000110056	ENSMUST00000211704	1700014L14Rik	481	0.376
ENSMUSG00000110057	ENSMUST00000209570	Gm2225	377	0.48
ENSMUSG00000110058	ENSMUST00000210969	Gm5907	661	0.519
ENSMUSG00000110059	ENSMUST00000211655	Olfr528-ps1	728	0.43
ENSMUSG00000110060	ENSMUST00000211426	Gm9860	3653	0.508
ENSMUSG00000110061	ENSMUST00000210537	Gm45337	1267	0.566
ENSMUSG00000110062	ENSMUST00000209731	B430319F04Rik	2669	0.532
ENSMUSG00000110063	ENSMUST00000211266	Gm31045	922	0.494
ENSMUSG00000110064	ENSMUST00000211304	Gm18320	595	0.442
ENSMUSG00000110065	ENSMUST00000211213	Gm45588	630	0.455
ENSMUSG00000110066	ENSMUST00000209888	Gm38430	1240	0.47
ENSMUSG00000110067	ENSMUST00000211105	6330411D24Rik	1568	0.544
ENSMUSG00000110068	ENSMUST00000210685	Gm45294	2102	0.435
ENSMUSG00000110069	ENSMUST00000211476	Gm45422	246	0.443
ENSMUSG00000110070	ENSMUST00000210360	Gm45619	528	0.564
ENSMUSG00000110071	ENSMUST00000210432	Gm45512	1553	0.398
ENSMUSG00000110072	ENSMUST00000211612	Gm45327	565	0.48
ENSMUSG00000110073	ENSMUST00000211333	Gm2875	360	0.522
ENSMUSG00000110074	ENSMUST00000210909	Olfr563-ps1	873	0.422
ENSMUSG00000110075	ENSMUST00000209799	Gm45305	815	0.472
ENSMUSG00000110076	ENSMUST00000210180	Gm45549	975	0.491
ENSMUSG00000110077	ENSMUST00000211532	Gm45632	1888	0.456
ENSMUSG00000110078	ENSMUST00000211237	Gm45241	634	0.492
ENSMUSG00000110079	ENSMUST00000211232	Gm45292	2207	0.401
ENSMUSG00000110080	ENSMUST00000211251	Gm6145	2850	0.432
ENSMUSG00000110081	ENSMUST00000210667	Gm19164	640	0.492
ENSMUSG00000110082	ENSMUST00000210127	Gm19201	778	0.458
ENSMUSG00000110083	ENSMUST00000210607	Gm45382	151	0.484
ENSMUSG00000110084	ENSMUST00000210301	Gm45257	3998	0.374
ENSMUSG00000110085	ENSMUST00000210806	Gm17911	877	0.389
ENSMUSG00000110086	ENSMUST00000210744	Gm45623	1457	0.64
ENSMUSG00000110087	ENSMUST00000211528	Gm45309	695	0.42
ENSMUSG00000110088	ENSMUST00000210452	Gm45343	828	0.393
ENSMUSG00000110089	ENSMUST00000211546	Gm36243	610	0.441
ENSMUSG00000110090	ENSMUST00000209434	Gm45682	1256	0.484
ENSMUSG00000110091	ENSMUST00000211350	Gm39115	699	0.646
ENSMUSG00000110092	ENSMUST00000210949	Olfr537-ps1	2821	0.423
ENSMUSG00000110093	ENSMUST00000209439	Gm45282	681	0.507
ENSMUSG00000110094	ENSMUST00000209234	Gm45326	721	0.452
ENSMUSG00000110095	ENSMUST00000211575	Gm7207	1067	0.503
ENSMUSG00000110096	ENSMUST00000211130	Gm45544	88	0.511
ENSMUSG00000110097	ENSMUST00000210573	Zscan4a	2279	0.423
ENSMUSG00000110098	ENSMUST00000209456	Gm45401	733	0.425
ENSMUSG00000110099	ENSMUST00000211610	Gm45344	341	0.454
ENSMUSG00000110100	ENSMUST00000211023	Gm45261	594	0.48
ENSMUSG00000110101	ENSMUST00000211142	Gm6249	3314	0.47
ENSMUSG00000110102	ENSMUST00000210182	Gm9132	832	0.552
ENSMUSG00000110103	ENSMUST00000165848	Zscan4-ps1	2015	0.429
ENSMUSG00000110104	ENSMUST00000211129	Gm45717	495	0.546
ENSMUSG00000110105	ENSMUST00000210333	Gm45844	3861	0.347
ENSMUSG00000110106	ENSMUST00000211474	Gm45666	277	0.509
ENSMUSG00000110108	ENSMUST00000211754	Gm3702	346	0.448
ENSMUSG00000110109	ENSMUST00000209602	Gm5599	788	0.539
ENSMUSG00000110110	ENSMUST00000211581	Gm30978	1066	0.455
ENSMUSG00000110111	ENSMUST00000210494	Gm7786	436	0.484
ENSMUSG00000110112	ENSMUST00000210379	Gm39481	512	0.494
ENSMUSG00000110113	ENSMUST00000211723	Gm45439	359	0.429
ENSMUSG00000110114	ENSMUST00000211270	Gm45471	281	0.491
ENSMUSG00000110115	ENSMUST00000209810	Gm32486	3816	0.51
ENSMUSG00000110116	ENSMUST00000210943	4933430A20Rik	1558	0.443
ENSMUSG00000110117	ENSMUST00000211728	Gm17990	553	0.423
ENSMUSG00000110118	ENSMUST00000210008	Gm5609	1267	0.444
ENSMUSG00000110119	ENSMUST00000211415	Gm45593	752	0.422
ENSMUSG00000110120	ENSMUST00000209486	Gm45251	1465	0.425
ENSMUSG00000110121	ENSMUST00000210171	Gm45367	347	0.377
ENSMUSG00000110122	ENSMUST00000210779	Olfr562-ps1	951	0.487
ENSMUSG00000110123	ENSMUST00000209949	Gm18562	915	0.468
ENSMUSG00000110124	ENSMUST00000211441	Gm4247	1042	0.505
ENSMUSG00000110125	ENSMUST00000210835	Gm33148	7227	0.448
ENSMUSG00000110126	ENSMUST00000211473	Gm9347	1607	0.569
ENSMUSG00000110127	ENSMUST00000210843	6430710M23Rik	1191	0.414
ENSMUSG00000110128	ENSMUST00000210561	Gm45398	165	0.697
ENSMUSG00000110129	ENSMUST00000211758	Gm45453	853	0.435
ENSMUSG00000110130	ENSMUST00000211383	Gm34419	1387	0.482
ENSMUSG00000110131	ENSMUST00000210904	Gm18066	1774	0.443
ENSMUSG00000110132	ENSMUST00000209240	Gm45394	1175	0.428
ENSMUSG00000110133	ENSMUST00000209631	Gm8168	948	0.474
ENSMUSG00000110134	ENSMUST00000211118	Gm45334	1227	0.485
ENSMUSG00000110135	ENSMUST00000209884	Gm45839	399	0.457
ENSMUSG00000110136	ENSMUST00000209690	Gm45785	988	0.475
ENSMUSG00000110137	ENSMUST00000210206	Gm45577	2287	0.37
ENSMUSG00000110138	ENSMUST00000211287	4831440D22Rik	2929	0.434
ENSMUSG00000110139	ENSMUST00000210877	Gm45783	656	0.469
ENSMUSG00000110140	ENSMUST00000209774	5430421F17Rik	2792	0.483
ENSMUSG00000110141	ENSMUST00000210244	Gm45684	1571	0.424
ENSMUSG00000110142	ENSMUST00000209804	Gm45872	1584	0.345
ENSMUSG00000110143	ENSMUST00000210528	Olfr580-ps1	943	0.413
ENSMUSG00000110144	ENSMUST00000210460	Gm45564	530	0.543
ENSMUSG00000110145	ENSMUST00000210825	Gm45683	1247	0.461
ENSMUSG00000110146	ENSMUST00000211039	Gm45487	545	0.536
ENSMUSG00000110147	ENSMUST00000211193	Gm45324	5638	0.37
ENSMUSG00000110148	ENSMUST00000210097	5830408C22Rik	2989	0.459
ENSMUSG00000110149	ENSMUST00000210739	Gm7848	718	0.485
ENSMUSG00000110150	ENSMUST00000211386	Gm8523	552	0.473
ENSMUSG00000110151	ENSMUST00000209648	Gm38416	3565	0.48
ENSMUSG00000110152	ENSMUST00000210522	Gm45689	133	0.436
ENSMUSG00000110153	ENSMUST00000209223	Gm17766	442	0.448
ENSMUSG00000110154	ENSMUST00000209480	Gm9731	747	0.539
ENSMUSG00000110155	ENSMUST00000209684	Gm35629	2241	0.407
ENSMUSG00000110156	ENSMUST00000209642	Gm42067	647	0.519
ENSMUSG00000110157	ENSMUST00000209552	Gm32507	437	0.444
ENSMUSG00000110158	ENSMUST00000210775	Gm45690	246	0.459
ENSMUSG00000110159	ENSMUST00000211468	Gm45501	2526	0.392
ENSMUSG00000110160	ENSMUST00000211492	Gm45560	1472	0.533
ENSMUSG00000110161	ENSMUST00000211167	Gm45494	545	0.466
ENSMUSG00000110162	ENSMUST00000209274	Gm45356	823	0.39
ENSMUSG00000110163	ENSMUST00000211163	Gm45389	3399	0.375
ENSMUSG00000110164	ENSMUST00000210745	Gm7351	580	0.48
ENSMUSG00000110165	ENSMUST00000211600	Gm4032	531	0.525
ENSMUSG00000110166	ENSMUST00000209775	Gm45641	452	0.558
ENSMUSG00000110167	ENSMUST00000210342	Gm45532	3620	0.455
ENSMUSG00000110168	ENSMUST00000210747	Gm45488	371	0.418
ENSMUSG00000110169	ENSMUST00000211776	Olfr534-ps1	870	0.426
ENSMUSG00000110170	ENSMUST00000144398	St6galnac2	1683	0.569
ENSMUSG00000110171	ENSMUST00000214722	Olfr484	4676	0.4
ENSMUSG00000110172	ENSMUST00000211730	Gm39147	882	0.537
ENSMUSG00000110173	ENSMUST00000210930	Gm6929	468	0.445
ENSMUSG00000110174	ENSMUST00000211656	Gm45499	280	0.561
ENSMUSG00000110175	ENSMUST00000211316	Gm18255	765	0.426
ENSMUSG00000110176	ENSMUST00000209235	Gm35520	784	0.486
ENSMUSG00000110177	ENSMUST00000209673	Gm6524	1443	0.447
ENSMUSG00000110178	ENSMUST00000211696	Gm33831	1542	0.475
ENSMUSG00000110179	ENSMUST00000210181	Gm39168	1423	0.491
ENSMUSG00000110180	ENSMUST00000211244	Gm32567	682	0.402
ENSMUSG00000110181	ENSMUST00000209298	Gm45508	299	0.294
ENSMUSG00000110182	ENSMUST00000211132	Gm45617	209	0.426
ENSMUSG00000110183	ENSMUST00000209647	Gm45411	345	0.472
ENSMUSG00000110184	ENSMUST00000209527	Gm45429	172	0.477
ENSMUSG00000110185	ENSMUST00000210490	Igip	1417	0.337
ENSMUSG00000110186	ENSMUST00000211273	Gm7789	1400	0.507
ENSMUSG00000110187	ENSMUST00000209918	Gm45496	2917	0.522
ENSMUSG00000110188	ENSMUST00000210391	Gm45432	416	0.493
ENSMUSG00000110189	ENSMUST00000210399	Gm45665	168	0.655
ENSMUSG00000110190	ENSMUST00000091440	Zscan4-ps2	2277	0.423
ENSMUSG00000110192	ENSMUST00000209345	Gm9652	163	0.571
ENSMUSG00000110193	ENSMUST00000210905	Gm45452	177	0.48
ENSMUSG00000110194	ENSMUST00000210793	Gm7192	1137	0.498
ENSMUSG00000110195	ENSMUST00000163751	Pde2a	4218	0.555
ENSMUSG00000110196	ENSMUST00000210001	Gm33601	961	0.485
ENSMUSG00000110197	ENSMUST00000211394	Gm45444	898	0.607
ENSMUSG00000110198	ENSMUST00000210618	Gm45335	401	0.372
ENSMUSG00000110199	ENSMUST00000218525	Olfr542-ps1	4039	0.443
ENSMUSG00000110200	ENSMUST00000210128	Gm45316	162	0.438
ENSMUSG00000110201	ENSMUST00000211202	Gm45675	3429	0.432
ENSMUSG00000110202	ENSMUST00000211147	Gm45435	475	0.426
ENSMUSG00000110203	ENSMUST00000209489	Gm45365	256	0.43
ENSMUSG00000110204	ENSMUST00000094105	Olfr501-ps1	946	0.432
ENSMUSG00000110205	ENSMUST00000209502	Gm33594	1333	0.436
ENSMUSG00000110206	ENSMUST00000211542	Flt3l	2482	0.502
ENSMUSG00000110207	ENSMUST00000210768	Gm33586	892	0.48
ENSMUSG00000110208	ENSMUST00000210038	Gm45442	411	0.56
ENSMUSG00000110209	ENSMUST00000210247	Gm45868	473	0.44
ENSMUSG00000110210	ENSMUST00000211358	Gm33756	636	0.485
ENSMUSG00000110211	ENSMUST00000211216	Gm31294	138	0.471
ENSMUSG00000110212	ENSMUST00000211762	Gm35963	1425	0.448
ENSMUSG00000110213	ENSMUST00000210849	Gm45628	274	0.489
ENSMUSG00000110214	ENSMUST00000211548	Gm45587	765	0.423
ENSMUSG00000110215	ENSMUST00000209832	Gm45598	2263	0.453
ENSMUSG00000110216	ENSMUST00000210487	Gm36325	2885	0.476
ENSMUSG00000110217	ENSMUST00000211080	Gm45408	390	0.472
ENSMUSG00000110218	ENSMUST00000209718	Gm20219	1269	0.55
ENSMUSG00000110219	ENSMUST00000210385	Gm45317	223	0.453
ENSMUSG00000110220	ENSMUST00000209625	Gm45296	205	0.454
ENSMUSG00000110221	ENSMUST00000210663	Gm36210	1279	0.567
ENSMUSG00000110222	ENSMUST00000210258	Gm39149	186	0.5
ENSMUSG00000110223	ENSMUST00000211753	Gm45489	443	0.406
ENSMUSG00000110224	ENSMUST00000211736	Gm6011	1796	0.485
ENSMUSG00000110225	ENSMUST00000209854	Gm45528	3145	0.409
ENSMUSG00000110226	ENSMUST00000209702	Gm7624	435	0.452
ENSMUSG00000110227	ENSMUST00000209736	Gm45634	1990	0.404
ENSMUSG00000110228	ENSMUST00000211299	Gm2080	1573	0.408
ENSMUSG00000110229	ENSMUST00000209523	Gm31784	1053	0.466
ENSMUSG00000110230	ENSMUST00000211170	Gm45846	446	0.525
ENSMUSG00000110231	ENSMUST00000209210	Gm6329	936	0.437
ENSMUSG00000110232	ENSMUST00000210017	Gm18193	772	0.412
ENSMUSG00000110233	ENSMUST00000209572	Gm45427	1253	0.435
ENSMUSG00000110234	ENSMUST00000142874	Gm45799	3795	0.5
ENSMUSG00000110235	ENSMUST00000210022	Gm5086	1297	0.451
ENSMUSG00000110236	ENSMUST00000210223	Gm40493	400	0.483
ENSMUSG00000110237	ENSMUST00000210413	Gm18258	542	0.434
ENSMUSG00000110238	ENSMUST00000211401	Gm19269	804	0.38
ENSMUSG00000110239	ENSMUST00000209980	Gm45620	468	0.507
ENSMUSG00000110240	ENSMUST00000211767	Gm45486	1109	0.455
ENSMUSG00000110241	ENSMUST00000211620	Gm45506	280	0.475
ENSMUSG00000110242	ENSMUST00000209814	G630064G18Rik	1795	0.414
ENSMUSG00000110243	ENSMUST00000210318	Gm45631	1244	0.538
ENSMUSG00000110244	ENSMUST00000211775	Gm2253	414	0.531
ENSMUSG00000110245	ENSMUST00000209418	Gm20100	2272	0.491
ENSMUSG00000110246	ENSMUST00000211313	C130073E24Rik	14112	0.372
ENSMUSG00000110247	ENSMUST00000210359	Gm45269	282	0.468
ENSMUSG00000110248	ENSMUST00000210417	Gm45615	656	0.443
ENSMUSG00000110249	ENSMUST00000211464	9330121K16Rik	3886	0.368
ENSMUSG00000110250	ENSMUST00000210657	Gm9077	2298	0.465
ENSMUSG00000110251	ENSMUST00000211398	Gm2996	537	0.448
ENSMUSG00000110252	ENSMUST00000211074	Gm2961	772	0.379
ENSMUSG00000110253	ENSMUST00000215215	Olfr495	2460	0.378
ENSMUSG00000110254	ENSMUST00000211640	Gm47762	717	0.617
ENSMUSG00000110255	ENSMUST00000211603	Gm45400	653	0.406
ENSMUSG00000110256	ENSMUST00000210217	Gm45412	2275	0.505
ENSMUSG00000110257	ENSMUST00000211097	Olfr529-ps1	928	0.429
ENSMUSG00000110258	ENSMUST00000210161	Gm45406	1637	0.425
ENSMUSG00000110259	ENSMUST00000214300	Olfr65	2855	0.398
ENSMUSG00000110260	ENSMUST00000209316	Gm30504	1688	0.432
ENSMUSG00000110261	ENSMUST00000211229	Gm45485	357	0.479
ENSMUSG00000110262	ENSMUST00000209994	Gm45614	721	0.418
ENSMUSG00000110263	ENSMUST00000210926	Gm45652	3831	0.394
ENSMUSG00000110264	ENSMUST00000209455	E330018M18Rik	1383	0.418
ENSMUSG00000110265	ENSMUST00000209868	Gm45331	554	0.512
ENSMUSG00000110266	ENSMUST00000210433	Gm32742	8516	0.49
ENSMUSG00000110267	ENSMUST00000210593	Gm45283	628	0.499
ENSMUSG00000110268	ENSMUST00000210729	Gm45436	469	0.443
ENSMUSG00000110269	ENSMUST00000210042	Gm45258	853	0.388
ENSMUSG00000110270	ENSMUST00000211143	Gm45607	678	0.399
ENSMUSG00000110271	ENSMUST00000209792	Gm45387	632	0.42
ENSMUSG00000110272	ENSMUST00000210436	Gm45310	275	0.472
ENSMUSG00000110273	ENSMUST00000211525	Gm41231	449	0.439
ENSMUSG00000110274	ENSMUST00000209303	Gm36843	627	0.512
ENSMUSG00000110275	ENSMUST00000211731	Gm5905	580	0.55
ENSMUSG00000110276	ENSMUST00000209681	Gm45330	1575	0.476
ENSMUSG00000110277	ENSMUST00000211710	Gm45871	2003	0.396
ENSMUSG00000110278	ENSMUST00000210253	Gm5608	2290	0.488
ENSMUSG00000110279	ENSMUST00000209340	Gm45552	778	0.563
ENSMUSG00000110280	ENSMUST00000211701	Gm45497	740	0.427
ENSMUSG00000110281	ENSMUST00000210011	Gm2516	954	0.389
ENSMUSG00000110282	ENSMUST00000209529	B930086L07Rik	3738	0.423
ENSMUSG00000110283	ENSMUST00000211021	Gm45249	348	0.431
ENSMUSG00000110284	ENSMUST00000211559	Gm45273	281	0.444
ENSMUSG00000110285	ENSMUST00000211374	Gm45524	1250	0.398
ENSMUSG00000110286	ENSMUST00000211278	Gm7706	590	0.507
ENSMUSG00000110287	ENSMUST00000210584	Gm45313	178	0.433
ENSMUSG00000110288	ENSMUST00000210509	Gm45678	295	0.458
ENSMUSG00000110289	ENSMUST00000211700	4930412F12Rik	1471	0.552
ENSMUSG00000110290	ENSMUST00000210010	Gm45336	3230	0.49
ENSMUSG00000110291	ENSMUST00000210705	Gm37419	114	0.693
ENSMUSG00000110292	ENSMUST00000210023	Gm17850	1154	0.401
ENSMUSG00000110293	ENSMUST00000210004	Gm45557	1651	0.363
ENSMUSG00000110294	ENSMUST00000211276	Gm45430	260	0.485
ENSMUSG00000110295	ENSMUST00000210220	Gm45319	318	0.491
ENSMUSG00000110296	ENSMUST00000210295	Gm45533	165	0.509
ENSMUSG00000110297	ENSMUST00000209789	Gm45647	195	0.456
ENSMUSG00000110298	ENSMUST00000211035	Gm8189	2039	0.403
ENSMUSG00000110299	ENSMUST00000211038	Gm17910	838	0.386
ENSMUSG00000110300	ENSMUST00000209593	Gm18645	651	0.365
ENSMUSG00000110301	ENSMUST00000209330	Gm35363	1317	0.475
ENSMUSG00000110302	ENSMUST00000210393	Gm45295	1046	0.484
ENSMUSG00000110303	ENSMUST00000210942	Gm45328	917	0.502
ENSMUSG00000110304	ENSMUST00000210339	Gm36380	4379	0.492
ENSMUSG00000110305	ENSMUST00000210228	Gm45513	376	0.503
ENSMUSG00000110306	ENSMUST00000210174	Gm18192	941	0.454
ENSMUSG00000110307	ENSMUST00000209803	Gm3816	433	0.476
ENSMUSG00000110308	ENSMUST00000211588	Gm45516	4182	0.361
ENSMUSG00000110309	ENSMUST00000209962	Gm7419	925	0.475
ENSMUSG00000110310	ENSMUST00000209557	4930518J21Rik	573	0.427
ENSMUSG00000110311	ENSMUST00000211331	Gm45410	1093	0.482
ENSMUSG00000110312	ENSMUST00000209323	Gm45368	703	0.451
