id	sym	matr3_yfp_1	matr3_yfp_2	matr3_yfp_3	matr3_f115c_1	matr3_f115c_2	matr3_f115c_3
ENSG00000237854	LINC00674	64	83	73	88	91	78
ENSG00000237856	na	0	0	0	0	0	1
ENSG00000237863	na	1	3	1	4	5	3
ENSG00000237868	na	3	0	0	0	0	4
ENSG00000237869	na	2	4	11	12	7	7
ENSG00000237870	na	0	0	0	0	1	0
ENSG00000237877	LINC01473	3	6	2	9	3	1
ENSG00000237880	na	3	9	1	5	4	7
ENSG00000237883	DGUOK-AS1	5	32	16	9	14	14
ENSG00000237886	LINC01573	19	35	15	27	21	37
ENSG00000237887	RPL23AP32	0	2	0	0	1	0
ENSG00000237892	KLF7-IT1	5	5	9	0	4	7
ENSG00000237896	na	0	1	0	0	0	0
ENSG00000237897	na	5	0	3	4	5	3
ENSG00000237899	na	3	4	2	0	8	1
ENSG00000237903	na	0	1	0	0	0	0
ENSG00000237906	MUPP	0	0	0	1	0	0
ENSG00000237911	SRP68P3	0	1	1	1	3	3
ENSG00000237914	SIRPG-AS1	0	0	0	0	0	1
ENSG00000237916	na	0	4	4	2	7	7
ENSG00000237921	na	0	1	0	0	0	0
ENSG00000237926	na	0	0	0	0	1	0
ENSG00000237927	na	2	1	6	0	5	2
ENSG00000237928	NFIA-AS2	0	0	0	0	1	0
ENSG00000237934	na	1	6	8	2	5	1
ENSG00000237938	na	3	22	19	13	11	12
ENSG00000237940	na	0	7	3	2	5	5
ENSG00000237941	KCNQ1DN	3	0	0	0	0	0
ENSG00000237943	PRKCQ-AS1	261	240	271	292	275	276
ENSG00000237945	LINC00649	7	8	6	9	10	9
ENSG00000237950	na	7	17	21	11	14	18
ENSG00000237951	PPIL1P1	2	0	0	0	0	1
ENSG00000237953	na	0	0	3	0	0	1
ENSG00000237961	na	4	1	3	2	4	3
ENSG00000237963	na	0	1	0	0	0	0
ENSG00000237971	na	3	0	0	0	0	0
ENSG00000237972	TUBG1P	2	6	2	1	0	5
ENSG00000237973	na	676	573	671	618	701	796
ENSG00000237975	FLG-AS1	38	42	33	43	39	51
ENSG00000237976	na	13	17	6	17	7	9
ENSG00000237977	EIF4HP2	2	2	2	5	5	2
ENSG00000237978	KCNMB2-AS1	11	12	5	18	11	5
ENSG00000237979	na	1	4	0	1	0	0
ENSG00000237980	na	3	1	1	0	0	0
ENSG00000237984	PTENP1	33	30	24	31	32	38
ENSG00000237988	na	146	83	54	71	159	95
ENSG00000237990	CNTN4-AS1	0	0	0	1	0	0
ENSG00000237991	RPL35P1	4	0	3	4	1	2
ENSG00000237992	na	1	0	0	0	0	0
ENSG00000238001	SNRPCP1	0	0	0	0	1	0
ENSG00000238005	na	15	15	11	8	14	11
ENSG00000238007	na	0	0	0	1	1	0
ENSG00000238009	na	19	22	24	13	19	23
ENSG00000238015	na	3	3	8	3	1	5
ENSG00000238018	na	1	12	12	8	4	9
ENSG00000238021	ARMC4P1	0	1	0	1	0	0
ENSG00000238024	na	0	1	1	1	2	2
ENSG00000238025	ZDHHC4P1	0	3	0	0	0	0
ENSG00000238031	na	0	0	0	0	1	0
ENSG00000238033	na	1	1	6	2	2	0
ENSG00000238035	na	10	14	3	6	11	13
ENSG00000238039	na	1	1	2	4	1	1
ENSG00000238042	na	0	2	0	0	0	0
ENSG00000238045	PAGR1	127	199	151	123	183	170
ENSG00000238055	na	0	1	0	0	0	1
ENSG00000238057	ZEB2-AS1	3	6	18	13	10	7
ENSG00000238058	na	14	32	42	33	28	28
ENSG00000238059	HSPE1P21	0	2	3	3	1	2
ENSG00000238061	na	0	0	4	1	0	0
ENSG00000238062	SPATA3-AS1	14	16	16	17	8	16
ENSG00000238065	na	3	5	1	0	2	5
ENSG00000238072	na	8	9	1	5	3	2
ENSG00000238074	TSPY6P	3	5	4	6	3	9
ENSG00000238078	LINC01352	2	0	0	0	1	1
ENSG00000238082	na	1	0	0	1	2	2
ENSG00000238083	LRRC37A2	116	191	163	148	169	181
ENSG00000238084	na	3	1	0	2	1	2
ENSG00000238085	na	0	1	0	0	0	0
ENSG00000238086	PPP1R26P1	0	1	1	0	0	0
ENSG00000238087	FMO8P	0	0	0	0	0	2
ENSG00000238088	OFD1P7Y	1	0	0	0	0	0
ENSG00000238090	na	0	0	0	0	4	1
ENSG00000238091	na	0	0	0	1	1	0
ENSG00000238098	ABCA17P	21	28	18	19	20	26
ENSG00000238103	RPL9P7	2	5	5	1	2	2
ENSG00000238105	GOLGA2P5	30	57	51	36	62	45
ENSG00000238107	na	3	5	7	5	5	7
ENSG00000238109	na	1	1	1	0	3	1
ENSG00000238113	LINC01410	93	151	134	108	151	136
ENSG00000238117	na	0	0	2	0	0	0
ENSG00000238120	LINC01589	6	6	11	2	4	9
ENSG00000238121	LINC00426	0	7	0	2	1	2
ENSG00000238123	MID1IP1-AS1	9	10	4	6	2	7
ENSG00000238125	SLC9A3P2	1	1	0	1	1	1
ENSG00000238129	na	217	153	214	182	159	197
ENSG00000238132	CASC4P1	0	0	0	0	0	1
ENSG00000238133	MLK7-AS1	7	6	19	2	7	8
ENSG00000238137	ARPC3P2	0	0	0	0	1	0
ENSG00000238140	na	3	3	4	1	6	3
ENSG00000238141	BRWD1-AS1	3	3	2	2	2	0
ENSG00000238151	MLLT10P1	4	9	11	10	8	8
ENSG00000238160	na	3	5	2	3	15	6
ENSG00000238161	OR7E117P	0	0	2	0	0	0
ENSG00000238164	na	11	13	15	6	14	8
ENSG00000238168	na	0	2	0	1	0	0
ENSG00000238171	na	1	0	2	0	1	0
ENSG00000238172	RPS2P35	0	0	1	0	0	0
ENSG00000238178	na	1	2	0	1	0	1
ENSG00000238181	AHCYP2	0	0	1	0	2	1
ENSG00000238184	CD81-AS1	6	5	6	9	6	11
ENSG00000238186	na	8	14	11	8	3	6
ENSG00000238188	na	0	1	0	0	0	1
ENSG00000238193	na	11	8	3	3	3	4
ENSG00000238197	PAXBP1-AS1	35	39	35	34	38	49
ENSG00000238198	na	5	3	9	1	6	5
ENSG00000238199	UBE2V2P3	0	2	3	1	0	1
ENSG00000238201	na	0	0	0	0	1	0
ENSG00000238205	MPC1L	0	1	3	1	1	2
ENSG00000238207	na	0	0	1	0	0	0
ENSG00000238221	na	3	1	1	2	0	3
ENSG00000238222	MKRN4P	0	0	0	0	0	1
ENSG00000238223	na	0	0	0	0	0	1
ENSG00000238227	C9orf69	801	766	700	849	856	703
ENSG00000238228	OR7E7P	8	7	3	7	2	2
ENSG00000238231	na	0	2	0	1	3	0
ENSG00000238235	TSPY11P	72	102	104	76	86	53
ENSG00000238242	na	0	0	0	0	2	0
ENSG00000238246	na	0	0	0	0	1	0
ENSG00000238249	HMGN2P17	0	0	1	0	0	0
ENSG00000238250	ST6GAL2-IT1	0	2	0	0	0	0
ENSG00000238251	na	4	3	2	3	2	2
ENSG00000238257	na	0	0	0	1	0	0
ENSG00000238258	na	0	0	2	1	1	0
ENSG00000238259	na	0	0	0	0	1	0
ENSG00000238260	na	17	15	25	16	7	22
ENSG00000238261	na	54	107	119	72	111	109
ENSG00000238266	LINC00707	53	58	80	35	36	54
ENSG00000238269	PAGE2B	1	2	0	1	2	1
ENSG00000238273	na	8	35	27	14	25	18
ENSG00000238275	HOMER2P2	2	3	2	0	2	0
ENSG00000238276	na	0	0	1	0	1	0
ENSG00000238278	ALG1L6P	12	4	12	8	4	10
ENSG00000238279	na	27	49	34	28	39	31
ENSG00000238280	na	1	1	0	2	0	0
ENSG00000238284	LINC01448	0	1	0	0	0	0
ENSG00000238285	MRPL50P2	0	0	0	0	2	0
ENSG00000238286	SLC35E1P1	6	8	6	7	5	7
ENSG00000238287	na	10	10	16	14	15	14
ENSG00000238288	na	0	0	0	0	1	0
ENSG00000238290	na	6	5	5	5	8	5
ENSG00000238291	na	0	0	0	0	1	0
ENSG00000238294	na	0	0	0	0	1	0
ENSG00000238295	na	0	0	0	0	0	1
ENSG00000238297	na	3	1	0	1	3	0
ENSG00000238298	na	0	3	1	0	2	0
ENSG00000238311	na	0	0	1	0	2	0
ENSG00000238314	na	1	0	0	0	0	0
ENSG00000238317	SNORD11	3	5	5	11	8	11
ENSG00000238318	na	1	2	0	0	0	0
ENSG00000238319	na	1	0	0	0	0	1
ENSG00000238323	na	0	0	0	1	0	1
ENSG00000238324	RN7SKP198	1	0	1	0	0	0
ENSG00000238326	na	1	1	2	3	3	1
ENSG00000238328	na	1	0	0	1	0	1
ENSG00000238329	na	0	0	2	0	0	1
ENSG00000238334	na	4	8	8	11	4	4
ENSG00000238336	na	5	1	6	3	4	7
ENSG00000238337	na	0	0	0	0	1	0
ENSG00000238339	na	3	1	0	0	3	2
ENSG00000238342	na	0	2	0	0	0	0
ENSG00000238343	na	0	2	1	1	1	0
ENSG00000238344	SNORD126	0	0	1	1	0	0
ENSG00000238349	na	3	4	10	0	5	1
ENSG00000238350	na	0	1	0	0	0	0
ENSG00000238351	na	0	2	0	0	0	0
ENSG00000238358	na	4	13	20	12	11	12
ENSG00000238359	na	3	3	1	1	1	0
ENSG00000238363	SNORA13	3	9	10	1	7	9
ENSG00000238364	RNU7-140P	0	0	0	0	1	1
ENSG00000238365	RNU7-57P	0	0	5	0	7	9
ENSG00000238366	na	1	0	1	2	5	0
ENSG00000238368	na	0	0	0	0	0	2
ENSG00000238369	na	5	15	9	9	4	7
ENSG00000238374	RNU7-180P	0	0	0	0	2	0
ENSG00000238375	na	0	1	1	3	0	0
ENSG00000238383	na	0	0	0	0	0	1
ENSG00000238386	RNU7-48P	0	1	2	0	0	1
ENSG00000238388	na	0	0	0	0	0	1
ENSG00000238390	na	5	14	9	7	11	7
ENSG00000238391	RNA5SP233	0	0	1	0	0	0
ENSG00000238394	na	0	1	1	0	0	0
ENSG00000238401	na	0	0	0	0	1	0
ENSG00000238402	na	0	1	0	0	1	0
ENSG00000238403	na	0	0	1	2	0	1
ENSG00000238406	RNU7-171P	0	1	0	1	0	0
ENSG00000238419	RNU7-186P	1	0	0	0	0	1
ENSG00000238422	na	0	1	0	1	1	0
ENSG00000238423	SNORD42B	0	1	0	0	0	0
ENSG00000238425	na	0	0	1	0	0	1
ENSG00000238433	na	0	0	0	0	0	1
ENSG00000238437	na	0	4	1	1	1	0
ENSG00000238444	RNU6-893P	0	1	0	0	0	0
ENSG00000238450	na	0	0	0	0	0	1
ENSG00000238459	na	0	0	1	0	0	1
ENSG00000238460	na	0	0	2	1	0	0
ENSG00000238465	na	3	4	7	3	2	6
ENSG00000238480	na	0	0	0	0	0	2
ENSG00000238484	na	0	3	0	0	1	0
ENSG00000238490	na	0	0	0	0	1	0
ENSG00000238491	na	0	1	0	0	0	0
ENSG00000238502	na	0	0	0	0	0	3
ENSG00000238508	na	0	0	1	0	0	0
ENSG00000238511	na	1	3	2	1	1	6
ENSG00000238516	na	0	2	1	0	0	1
ENSG00000238521	na	0	1	0	0	0	0
ENSG00000238526	na	0	1	1	2	2	0
ENSG00000238531	SNORD105B	0	0	5	0	0	1
ENSG00000238534	na	1	1	0	1	3	0
ENSG00000238537	na	0	1	0	1	1	0
ENSG00000238541	na	3	1	0	1	1	0
ENSG00000238544	na	0	0	0	0	1	0
ENSG00000238545	na	0	0	1	0	0	0
ENSG00000238549	na	1	0	2	0	0	1
ENSG00000238553	na	0	0	1	0	0	0
ENSG00000238575	na	0	2	0	0	0	0
ENSG00000238576	na	0	0	0	2	0	0
ENSG00000238579	na	0	0	0	1	0	1
ENSG00000238582	na	0	1	0	0	0	0
ENSG00000238583	na	0	0	0	0	3	1
ENSG00000238596	na	0	0	0	0	0	1
ENSG00000238604	na	0	0	0	0	2	0
ENSG00000238610	RNU7-26P	0	0	2	0	1	0
ENSG00000238611	na	0	0	0	0	1	0
ENSG00000238621	TRI-TAT2-2	8	3	0	2	5	3
ENSG00000238624	na	0	0	0	0	1	0
ENSG00000238630	na	0	3	0	0	0	0
ENSG00000238642	na	0	1	0	0	2	4
ENSG00000238646	na	0	0	0	1	0	0
ENSG00000238660	na	0	0	0	0	0	1
ENSG00000238673	na	1	5	4	1	1	2
ENSG00000238683	na	1	1	1	0	0	2
ENSG00000238686	na	0	0	1	1	0	0
ENSG00000238699	na	0	0	2	0	0	0
ENSG00000238704	RNU7-97P	0	0	0	0	0	1
ENSG00000238711	RNY4P25	0	0	2	0	1	1
ENSG00000238713	na	0	2	1	0	0	1
ENSG00000238715	na	1	0	6	1	2	0
ENSG00000238717	na	0	0	0	0	0	1
ENSG00000238723	na	0	0	1	1	0	0
ENSG00000238726	na	0	0	3	0	0	0
ENSG00000238728	MIR1972-1	1	0	1	0	0	0
ENSG00000238735	RNU7-113P	0	0	0	0	1	0
ENSG00000238736	na	0	0	0	1	0	0
ENSG00000238744	na	0	1	0	3	0	0
ENSG00000238755	na	4	2	2	1	3	2
ENSG00000238756	na	0	1	1	0	1	1
ENSG00000238767	na	0	0	0	0	1	0
ENSG00000238772	na	0	2	0	0	0	1
ENSG00000238773	na	0	0	0	0	1	0
ENSG00000238776	na	0	0	0	0	2	0
ENSG00000238781	na	0	1	3	0	0	4
ENSG00000238783	na	0	0	1	0	0	0
ENSG00000238791	na	1	3	0	0	0	0
ENSG00000238793	SNORD124	0	0	4	0	1	3
ENSG00000238795	SCARNA12	6	3	7	3	8	5
ENSG00000238800	na	0	0	0	0	1	0
ENSG00000238806	na	0	1	3	1	1	2
ENSG00000238821	na	0	0	0	1	0	0
ENSG00000238824	na	0	0	0	0	1	0
ENSG00000238829	RNU7-45P	1	0	0	0	1	1
ENSG00000238832	na	8	6	1	11	6	7
ENSG00000238834	na	0	0	1	0	0	0
ENSG00000238835	SCARNA18	0	4	2	0	1	0
ENSG00000238840	na	2	3	0	1	1	2
ENSG00000238841	na	2	0	0	1	0	0
ENSG00000238843	na	0	1	0	1	0	0
ENSG00000238853	na	0	0	0	0	1	0
ENSG00000238857	na	0	0	1	4	2	0
ENSG00000238858	na	0	0	0	0	1	0
ENSG00000238859	na	0	0	0	1	0	0
ENSG00000238864	na	1	0	0	0	0	0
ENSG00000238868	na	4	0	0	5	1	7
ENSG00000238878	na	0	1	0	0	0	0
ENSG00000238880	RNU7-59P	1	0	1	0	0	1
ENSG00000238886	SNORD121A	1	1	1	1	0	0
ENSG00000238889	na	0	0	1	0	0	0
ENSG00000238891	na	0	0	0	0	2	0
ENSG00000238910	na	0	0	3	0	0	0
ENSG00000238912	na	0	2	0	0	0	0
ENSG00000238918	na	1	2	0	0	1	0
ENSG00000238920	na	0	1	0	0	0	0
ENSG00000238922	na	0	0	0	0	0	1
ENSG00000238924	RNU7-163P	3	4	11	2	5	3
ENSG00000238934	na	2	4	2	0	1	6
ENSG00000238935	na	0	2	0	0	0	0
ENSG00000238940	na	0	0	0	0	1	0
ENSG00000238945	na	0	0	1	0	0	0
ENSG00000238947	na	0	0	1	0	0	0
ENSG00000238948	na	0	3	0	0	3	4
ENSG00000238960	na	0	1	0	1	0	0
ENSG00000238961	SNORA47	0	4	2	1	0	4
ENSG00000238963	na	0	0	0	0	1	2
ENSG00000238964	RNU7-125P	0	0	1	0	0	0
ENSG00000238966	na	0	0	4	0	0	0
ENSG00000238975	na	3	2	7	1	5	3
ENSG00000238976	na	0	0	0	1	0	0
ENSG00000238982	na	1	0	0	1	0	0
ENSG00000238986	na	1	0	0	0	0	0
ENSG00000238988	na	0	0	0	0	1	0
ENSG00000238991	na	0	0	0	2	1	0
ENSG00000238995	na	0	0	0	1	1	1
ENSG00000239005	na	0	0	0	0	0	1
ENSG00000239007	RNU7-95P	0	1	0	0	0	0
ENSG00000239026	na	0	0	0	0	0	1
ENSG00000239028	na	0	0	0	1	0	0
ENSG00000239035	na	0	1	0	0	0	0
ENSG00000239040	na	2	9	1	1	7	7
ENSG00000239041	na	1	0	0	0	0	0
ENSG00000239043	SNORD127	0	4	0	2	3	2
ENSG00000239045	na	0	3	0	0	0	0
ENSG00000239052	na	1	0	0	0	1	0
ENSG00000239063	na	0	1	4	0	1	4
ENSG00000239064	na	4	4	2	4	0	4
ENSG00000239077	na	0	1	0	0	0	0
ENSG00000239087	na	1	1	0	0	1	1
ENSG00000239091	na	0	0	2	0	1	4
ENSG00000239096	na	0	1	4	1	3	1
ENSG00000239100	na	3	12	3	4	5	4
ENSG00000239103	na	0	2	2	3	4	1
ENSG00000239112	SNORD123	4	10	1	2	8	4
ENSG00000239122	RNU2-11P	1	2	6	1	2	2
ENSG00000239125	na	0	0	0	0	1	0
ENSG00000239127	SNORD125	9	12	9	6	6	7
ENSG00000239133	na	5	4	5	4	0	1
ENSG00000239143	na	1	0	0	0	0	0
ENSG00000239149	SNORA59A	0	4	0	1	0	1
ENSG00000239154	na	0	3	0	0	0	2
ENSG00000239157	na	3	3	1	4	6	2
ENSG00000239159	na	0	0	0	0	1	0
ENSG00000239179	na	0	1	0	0	0	0
ENSG00000239183	SNORA84	2	4	8	3	2	2
ENSG00000239186	na	0	0	1	0	0	0
ENSG00000239191	na	3	2	1	0	3	1
ENSG00000239200	na	0	0	0	0	2	0
ENSG00000239207	GAPDHP39	0	1	1	0	0	0
ENSG00000239213	NCK1-AS1	88	79	53	92	63	75
ENSG00000239215	RPL27P12	0	1	0	0	0	0
ENSG00000239218	RPS20P22	1	10	16	1	5	11
ENSG00000239219	na	2	5	1	1	6	3
ENSG00000239246	na	107	104	106	122	88	99
ENSG00000239247	RN7SL589P	3	5	3	10	2	2
ENSG00000239254	na	0	4	2	1	2	3
ENSG00000239255	na	0	0	0	1	0	0
ENSG00000239256	RPL35AP35	1	0	0	0	0	0
ENSG00000239264	TXNDC5	549	545	500	636	625	513
ENSG00000239268	na	68	73	48	69	71	92
ENSG00000239269	RPSAP4	1	0	0	0	0	0
ENSG00000239272	RPL21P10	5	1	7	9	6	8
ENSG00000239279	RN7SL184P	1	1	1	2	3	2
ENSG00000239280	na	5	6	12	10	5	4
ENSG00000239282	GATSL3	15	26	18	18	27	21
ENSG00000239291	na	2	4	5	3	3	3
ENSG00000239300	na	2	4	5	5	4	11
ENSG00000239305	RNF103	533	686	744	742	689	754
ENSG00000239306	RBM14	1199	1351	1417	1301	1328	1179
ENSG00000239322	ATP6V1B1-AS1	7	12	7	9	8	10
ENSG00000239332	LINC01119	7	8	4	10	8	7
ENSG00000239335	LLPH-AS1	12	14	7	14	17	20
ENSG00000239344	na	0	0	0	0	0	1
ENSG00000239345	HNRNPA1P26	0	1	4	0	0	1
ENSG00000239351	NPM1P29	5	8	10	7	3	3
ENSG00000239373	RN7SL425P	0	0	0	1	0	0
ENSG00000239377	na	18	46	24	8	31	19
ENSG00000239382	ALKBH6	167	276	233	157	229	193
ENSG00000239388	ASB14	9	11	8	11	7	19
ENSG00000239389	PCDHA13	5	6	8	6	5	6
ENSG00000239393	na	1	0	2	0	0	1
ENSG00000239396	RN7SL414P	0	0	0	1	0	0
ENSG00000239402	CYP4F62P	0	0	0	1	0	1
ENSG00000239405	TMED10P2	3	0	1	0	1	7
ENSG00000239407	na	27	31	30	35	49	37
ENSG00000239415	na	27	28	29	45	35	38
ENSG00000239419	RN7SL535P	2	1	4	0	1	3
ENSG00000239437	RN7SL752P	0	0	0	0	0	3
ENSG00000239440	na	0	0	2	0	1	2
ENSG00000239445	ST3GAL6-AS1	4	11	9	5	4	6
ENSG00000239455	na	0	1	0	0	0	0
ENSG00000239462	na	2	2	11	4	7	2
ENSG00000239466	RN7SL552P	0	0	0	0	0	1
ENSG00000239467	na	158	94	68	101	129	155
ENSG00000239468	RN7SL569P	0	1	0	1	6	3
ENSG00000239470	na	0	1	0	0	0	3
ENSG00000239473	RPL7P38	0	0	0	2	0	0
ENSG00000239474	KLHL41	5	3	3	4	2	5
ENSG00000239480	na	2	4	3	3	3	1
ENSG00000239482	na	0	0	2	0	0	0
ENSG00000239483	RPS15AP16	2	2	2	0	3	3
ENSG00000239486	na	2	8	4	5	4	13
ENSG00000239490	RPS4XP18	1	1	0	0	0	0
ENSG00000239494	RN7SL333P	1	13	1	1	3	1
ENSG00000239498	na	0	0	0	0	2	1
ENSG00000239500	na	0	0	0	0	1	1
ENSG00000239503	MARK2P8	5	22	44	4	9	13
ENSG00000239510	RPL9P5	0	0	0	0	2	0
ENSG00000239511	POM121L7	0	0	1	0	0	0
ENSG00000239516	FLYWCH1P1	0	0	0	0	0	1
ENSG00000239520	na	0	1	1	0	0	0
ENSG00000239521	GATS	89	99	69	111	118	119
ENSG00000239523	MYLK-AS1	22	34	28	13	27	18
ENSG00000239524	RPL32P34	0	1	2	0	0	0
ENSG00000239528	RPS14P8	0	1	3	0	0	0
ENSG00000239542	RN7SL399P	0	1	0	0	1	0
ENSG00000239544	na	0	0	4	0	1	0
ENSG00000239552	HOXB-AS2	3	3	4	3	3	8
ENSG00000239553	RN7SL12P	0	0	0	1	0	0
ENSG00000239556	na	5	4	9	7	5	2
ENSG00000239557	na	7	1	0	7	2	5
ENSG00000239559	RPL37P2	3	0	0	1	8	1
ENSG00000239569	KMT2E-AS1	83	85	113	114	108	101
ENSG00000239576	COX6CP14	0	0	1	0	0	0
ENSG00000239577	RN7SL388P	0	0	0	0	0	1
ENSG00000239587	na	0	0	1	0	0	0
ENSG00000239593	na	0	1	1	2	0	0
ENSG00000239602	na	0	0	0	0	0	1
ENSG00000239605	C2orf61	0	1	3	1	0	3
ENSG00000239608	RUVBL1-AS1	2	1	14	1	3	7
ENSG00000239614	HMGN1P7	0	0	2	0	0	0
ENSG00000239617	na	4	6	5	4	3	7
ENSG00000239620	na	63	45	44	53	47	50
ENSG00000239626	RPSAP41	0	0	0	0	2	1
ENSG00000239636	na	7	8	15	5	13	15
ENSG00000239650	GUSBP4	2	0	2	4	5	7
ENSG00000239653	PSMD6-AS2	4	21	41	13	17	23
ENSG00000239665	na	53	142	114	63	96	130
ENSG00000239670	na	5	4	9	1	2	2
ENSG00000239671	na	0	0	0	0	0	1
ENSG00000239672	NME1	2092	1696	1977	2010	1776	1633
ENSG00000239674	na	0	0	2	0	1	0
ENSG00000239677	PDZRN3-AS1	0	1	2	0	0	0
ENSG00000239686	na	0	4	0	1	0	2
ENSG00000239697	TNFSF12	2	4	2	6	8	9
ENSG00000239701	na	1	0	0	0	0	1
ENSG00000239704	CDRT4	3	13	8	4	11	8
ENSG00000239705	na	0	1	2	0	0	0
ENSG00000239713	APOBEC3G	1795	1415	1212	1557	1860	1402
ENSG00000239715	na	2	0	2	1	0	2
ENSG00000239719	na	3	2	2	0	0	0
ENSG00000239722	IMP3P2	0	1	1	0	0	0
ENSG00000239726	RN7SL688P	1	0	0	0	0	0
ENSG00000239732	TLR9	0	2	1	3	1	1
ENSG00000239739	na	2	3	0	3	6	2
ENSG00000239742	RN7SL672P	0	1	3	1	1	0
ENSG00000239763	na	1	8	12	3	8	4
ENSG00000239774	na	0	0	5	0	2	1
ENSG00000239776	na	1	1	1	0	0	0
ENSG00000239779	WBP1	207	229	153	180	254	255
ENSG00000239789	MRPS17	210	191	217	185	196	218
ENSG00000239791	na	0	0	0	0	0	2
ENSG00000239792	C2orf27AP2	2	0	0	0	0	0
ENSG00000239797	RPL21P39	0	1	0	0	0	1
ENSG00000239799	ITIH4-AS1	0	0	4	0	2	0
ENSG00000239808	RN7SL255P	7	1	5	5	2	0
ENSG00000239822	RN7SL754P	0	0	0	0	1	0
ENSG00000239827	SUGT1P3	6	5	4	6	5	3
ENSG00000239828	na	1	4	4	3	1	2
ENSG00000239830	RPS4XP22	0	0	0	0	1	1
ENSG00000239835	na	0	0	0	0	1	0
ENSG00000239856	RN7SL225P	0	2	1	1	0	1
ENSG00000239857	GET4	239	273	317	297	287	249
ENSG00000239861	na	0	1	0	0	0	0
ENSG00000239868	RN7SL34P	0	0	1	1	0	0
ENSG00000239873	GAPDHP27	1	8	4	1	3	1
ENSG00000239877	IGSF11-AS1	0	0	0	0	0	1
ENSG00000239881	RPS27P25	1	0	0	0	0	2
ENSG00000239883	PARGP1	4	3	11	2	5	11
ENSG00000239884	RN7SL608P	6	12	7	3	4	9
ENSG00000239887	C1orf226	25	19	12	23	20	16
ENSG00000239893	ZNF736P9Y	4	1	0	3	1	0
ENSG00000239900	ADSL	1987	1741	1727	1869	1873	1655
ENSG00000239903	na	7	2	6	2	7	5
ENSG00000239906	na	1	0	1	0	0	1
ENSG00000239908	RN7SL75P	2	1	3	4	1	3
ENSG00000239911	PRKAG2-AS1	35	39	41	41	50	45
ENSG00000239912	RPL39P36	4	3	5	2	4	2
ENSG00000239917	RPS10P16	0	0	3	2	0	5
ENSG00000239919	SNRPGP3	2	0	0	1	0	1
ENSG00000239920	na	1	1	4	0	2	1
ENSG00000239921	LINC01471	0	0	3	3	0	0
ENSG00000239930	na	0	1	0	0	0	0
ENSG00000239932	RN7SL606P	0	0	0	1	0	0
ENSG00000239944	TRBV8-2	1	1	1	0	1	0
ENSG00000239948	RN7SL368P	6	7	4	1	4	1
ENSG00000239953	RN7SL273P	1	3	0	3	0	1
ENSG00000239959	ENPP7P2	0	0	0	1	0	0
ENSG00000239964	RN7SL748P	0	1	2	1	0	0
ENSG00000239969	na	6	10	3	5	7	3
ENSG00000239978	OR7E53P	0	0	4	0	0	0
ENSG00000239988	RPL31P60	0	1	0	0	0	0
ENSG00000239991	na	0	0	0	1	0	1
ENSG00000239998	LILRA2	0	3	0	0	0	0
ENSG00000240003	RPL7P24	0	3	2	1	0	1
ENSG00000240005	na	0	5	4	3	0	4
ENSG00000240006	na	0	2	3	0	2	4
ENSG00000240007	na	3	6	8	1	0	3
ENSG00000240015	na	0	1	0	0	1	0
ENSG00000240021	TEX35	2	0	0	0	1	0
ENSG00000240023	na	2	0	6	0	1	6
ENSG00000240024	LINC00888	474	444	385	468	470	465
ENSG00000240032	na	8	10	4	4	7	4
ENSG00000240036	na	0	0	0	1	0	3
ENSG00000240038	AMY2B	12	18	16	20	20	20
ENSG00000240048	DDX50P2	0	0	2	0	0	0
ENSG00000240050	na	9	10	5	10	11	20
ENSG00000240051	RPL23AP10	1	0	1	0	0	1
ENSG00000240053	na	34	94	90	51	83	74
ENSG00000240057	na	3	1	6	2	5	4
ENSG00000240063	na	0	0	3	0	0	0
ENSG00000240065	na	5492	3698	2810	3899	4958	3581
ENSG00000240074	RPL9P30	0	0	0	1	0	0
ENSG00000240086	na	3	4	7	3	4	7
ENSG00000240087	na	68	55	62	51	50	47
ENSG00000240093	na	25	46	33	26	74	48
ENSG00000240096	na	2	1	3	0	2	1
ENSG00000240098	RN7SL351P	1	1	0	0	0	0
ENSG00000240100	na	0	0	0	0	0	1
ENSG00000240103	na	1	6	1	2	3	7
ENSG00000240106	RN7SL146P	3	6	15	8	11	12
ENSG00000240108	NCOR1P1	38	32	29	44	35	50
ENSG00000240125	RPL23AP75	0	1	0	0	0	0
ENSG00000240132	ETF1P2	2	1	5	2	7	1
ENSG00000240137	ERICH6-AS1	1	4	0	0	0	1
ENSG00000240138	EEF1GP4	1	2	0	0	0	0
ENSG00000240143	na	0	2	2	1	1	0
ENSG00000240160	RN7SL263P	1	4	1	1	0	0
ENSG00000240163	na	3	15	22	16	9	9
ENSG00000240175	MAGI1-AS1	0	0	0	1	0	0
ENSG00000240184	PCDHGC3	1268	1265	881	1450	1743	1109
ENSG00000240204	SMKR1	11	11	15	13	11	14
ENSG00000240207	na	7	31	13	16	16	22
ENSG00000240211	na	2	1	0	1	2	3
ENSG00000240216	CPHL1P	0	3	4	1	1	4
ENSG00000240219	na	4	15	8	0	10	6
ENSG00000240224	UGT1A5	0	0	0	0	0	2
ENSG00000240225	ZNF542P	317	277	320	293	287	296
ENSG00000240230	COX19	1059	1095	1171	1012	1047	1079
ENSG00000240231	RPS27P29	1	1	0	0	1	1
ENSG00000240233	RN7SL587P	0	0	1	0	2	0
ENSG00000240235	RN7SL794P	0	0	0	0	0	1
