id	sym	WT_1	WT_2	WT_3	Cbfb_MYH11_1	Cbfb_MYH11_2	Cbfb_MYH11_3
ENSMUSG00000091514	Gm17484	9	11	4	11	8	7
ENSMUSG00000091523	AU040972	0	1	0	0	0	1
ENSMUSG00000091530	Cldn20	11	9	6	7	7	7
ENSMUSG00000091534	Gm17195	6	13	2	9	27	19
ENSMUSG00000091537	Tma7	4731	4686	4138	4031	3846	3912
ENSMUSG00000091542	Gm17167	0	0	0	0	0	1
ENSMUSG00000091549	Gm6548	716	704	536	717	848	626
ENSMUSG00000091553	Serpina3e-ps	0	0	0	0	1	0
ENSMUSG00000091556	Gm14569	0	1	0	2	5	7
ENSMUSG00000091562	Gm9581	99	114	105	430	532	454
ENSMUSG00000091573	Serpina3d-ps	0	0	0	0	1	1
ENSMUSG00000091575	2010016I18Rik	40	43	25	24	129	49
ENSMUSG00000091577	Gm6211	0	0	0	0	1	0
ENSMUSG00000091580	Gm6467	3	2	4	4	3	2
ENSMUSG00000091586	Cyp4f17	22	22	20	47	51	45
ENSMUSG00000091587	Gm17191	0	0	0	0	0	2
ENSMUSG00000091604	Gm17349	0	3	0	3	1	3
ENSMUSG00000091618	H60c	0	0	3	0	1	1
ENSMUSG00000091619	Gm3625	0	3	1	0	1	1
ENSMUSG00000091623	Gm17092	7	10	3	14	5	11
ENSMUSG00000091625	Lsm5	1200	1146	1012	840	847	792
ENSMUSG00000091636	Akain1	2	2	3	0	0	0
ENSMUSG00000091649	Phf11b	98	136	121	380	490	317
ENSMUSG00000091650	Apol11a	11	6	6	0	1	0
ENSMUSG00000091655	Gm8741	1	0	0	0	0	0
ENSMUSG00000091679	Vmn2r96	0	0	0	2	2	0
ENSMUSG00000091682	Tcrg-C3	0	0	1	0	8	2
ENSMUSG00000091686	4930471C04Rik	0	0	0	3	0	0
ENSMUSG00000091694	Apol11b	31	79	69	36	69	14
ENSMUSG00000091695	Gm17669	1	1	0	1	1	2
ENSMUSG00000091705	H2-Q2	3	0	3	3	0	1
ENSMUSG00000091722	Siah3	1	0	1	0	1	0
ENSMUSG00000091735	Gpr62	1	2	1	1	1	4
ENSMUSG00000091744	Gm17732	0	0	0	1	0	0
ENSMUSG00000091745	Gm17098	0	0	1	0	2	0
ENSMUSG00000091754	Gm3636	2	3	3	0	3	1
ENSMUSG00000091764	Zfp964	3	4	2	3	2	8
ENSMUSG00000091768	Gm17617	0	1	0	0	0	0
ENSMUSG00000091780	Sco2	51	61	64	77	53	75
ENSMUSG00000091786	Gm8425	0	0	0	1	0	0
ENSMUSG00000091794	Vmn2r18	2	1	1	1	0	0
ENSMUSG00000091803	Cox16	172	139	107	188	144	168
ENSMUSG00000091811	Inafm1	323	294	206	434	421	461
ENSMUSG00000091831	Gm4707	2	0	0	0	1	1
ENSMUSG00000091844	Gm8251	3	6	5	6	18	3
ENSMUSG00000091845	Gm4604	25	25	18	33	32	37
ENSMUSG00000091864	Gm17102	0	0	0	1	0	0
ENSMUSG00000091876	Gm3851	0	0	0	1	1	0
ENSMUSG00000091881	Gm17146	2	8	3	7	11	9
ENSMUSG00000091890	A830073O21Rik	0	0	0	4	5	17
ENSMUSG00000091896	Ube2d2a	6806	6903	5957	6023	6379	5899
ENSMUSG00000091897	Gm17019	0	0	0	2	0	6
ENSMUSG00000091898	Tnnc1	30	48	24	15	16	17
ENSMUSG00000091900	Gm4353	14	18	20	16	12	14
ENSMUSG00000091905	Gm6395	4	15	17	31	20	32
ENSMUSG00000091906	1700099I09Rik	2	0	0	0	3	3
ENSMUSG00000091931	AK010878	224	251	183	249	273	244
ENSMUSG00000091933	Gm8857	0	0	0	2	1	1
ENSMUSG00000091938	Gm2564	1	2	2	3	5	7
ENSMUSG00000091941	Gm7399	2	0	1	0	1	0
ENSMUSG00000091952	Gm17709	0	1	0	1	0	0
ENSMUSG00000091955	Gm9844	3	4	5	19	9	16
ENSMUSG00000091957	Rps2-ps10	88	74	67	114	105	138
ENSMUSG00000091968	Gm17115	3	2	1	4	0	9
ENSMUSG00000091971	Hspa1a	7	98	227	118	88	73
ENSMUSG00000091985	Gm17354	0	0	1	7	14	7
ENSMUSG00000091989	Gm17257	1	1	2	3	2	5
ENSMUSG00000091993	B930036N10Rik	3	1	1	5	2	12
ENSMUSG00000091994	E130317F20Rik	65	50	42	66	55	67
ENSMUSG00000091996	BC049352	4	9	6	6	3	8
ENSMUSG00000091997	Gm6611	1	2	3	3	8	1
ENSMUSG00000092006	Gm17139	0	1	3	1	2	2
ENSMUSG00000092009	Myh15	1	0	2	3	8	1
ENSMUSG00000092021	Gbp11	1	0	3	6	21	11
ENSMUSG00000092029	Gm9027	8	9	7	12	12	11
ENSMUSG00000092035	Peg10	15	19	21	15	41	12
ENSMUSG00000092056	Gm7289	0	0	0	0	1	0
ENSMUSG00000092060	Bend4	71	46	36	140	153	160
ENSMUSG00000092062	Gm7664	1	0	2	0	5	1
ENSMUSG00000092072	Gm4540	10	11	9	10	16	13
ENSMUSG00000092074	Dynlt1a	554	550	445	732	656	667
ENSMUSG00000092085	Gm17224	1	0	0	0	1	0
ENSMUSG00000092086	Gm6793	11	11	12	11	9	8
ENSMUSG00000092097	Gm5819	2	2	0	0	0	0
ENSMUSG00000092103	Gm17039	1	0	1	0	0	0
ENSMUSG00000092116	Gm10320	2	0	1	0	0	0
ENSMUSG00000092118	Fancf	263	258	174	234	214	220
ENSMUSG00000092124	B930094E09Rik	4	2	1	3	5	3
ENSMUSG00000092130	D030025P21Rik	0	0	0	2	2	2
ENSMUSG00000092134	Gm17089	3	4	2	0	0	1
ENSMUSG00000092167	Gm3696	1	1	0	1	1	3
ENSMUSG00000092171	4833427F10Rik	0	0	0	0	1	0
ENSMUSG00000092178	Gm3912	5	8	16	19	10	18
ENSMUSG00000092183	4930515G01Rik	47	47	43	47	39	55
ENSMUSG00000092187	Gm20457	55	37	41	41	53	51
ENSMUSG00000092190	Gm20470	0	0	0	3	1	0
ENSMUSG00000092192	Dyx1c1	2	1	5	6	4	11
ENSMUSG00000092200	Tnxa	0	0	0	1	0	0
ENSMUSG00000092202	Stk19-ps1	3	0	0	12	1	8
ENSMUSG00000092203	1110038B12Rik	917	815	708	914	1141	988
ENSMUSG00000092212	Slc22a13b-ps	1	3	0	19	37	15
ENSMUSG00000092216	Gm19345	1	1	0	0	0	0
ENSMUSG00000092219	Gm20443	0	0	0	0	0	2
ENSMUSG00000092220	Gm20528	2	2	0	3	4	4
ENSMUSG00000092222	Gm20506	2	4	2	5	6	4
ENSMUSG00000092232	Gm20521	0	0	0	0	1	1
ENSMUSG00000092241	Gm20522	16	36	35	7	12	13
ENSMUSG00000092243	Gm7030	0	0	0	0	0	1
ENSMUSG00000092247	Gm20426	0	0	0	0	0	1
ENSMUSG00000092250	Gm20467	4	5	4	8	3	2
ENSMUSG00000092257	Gm2308	0	0	0	0	0	3
ENSMUSG00000092258	Gm20444	0	0	0	0	3	0
ENSMUSG00000092260	Zfp963	83	99	84	75	100	98
ENSMUSG00000092261	Gm20519	0	0	0	1	0	0
ENSMUSG00000092268	Gm20540	7	3	3	5	7	1
ENSMUSG00000092274	Neat1	931	1206	807	1862	5161	4617
ENSMUSG00000092277	Gm19684	4	14	5	11	28	18
ENSMUSG00000092278	Gm8752	0	1	0	1	4	0
ENSMUSG00000092281	Hmgb1-ps7	1	2	0	0	0	2
ENSMUSG00000092283	Gm20412	1	2	0	2	1	0
ENSMUSG00000092284	Gm8801	0	0	0	1	0	0
ENSMUSG00000092286	Dtnbos	0	0	1	1	0	1
ENSMUSG00000092290	Gm20452	1	0	0	0	0	0
ENSMUSG00000092300	Cdk3-ps	5	4	6	10	9	6
ENSMUSG00000092305	Prps1l1	25	23	40	3	7	2
ENSMUSG00000092335	Gm7221	4	5	1	1	5	2
ENSMUSG00000092340	Olfr754-ps1	0	0	0	2	2	0
ENSMUSG00000092341	Malat1	1162	2317	2786	2590	8769	4099
ENSMUSG00000092349	Platr17	38	15	30	41	45	28
ENSMUSG00000092353	Gm20539	0	0	0	1	0	2
ENSMUSG00000092354	Gm20548	0	0	0	2	2	3
ENSMUSG00000092358	Gm20430	5	3	2	1	1	1
ENSMUSG00000092364	Gm20476	2	0	0	1	0	0
ENSMUSG00000092365	BC023719	0	0	0	0	0	1
ENSMUSG00000092368	A930015D03Rik	53	54	39	43	48	60
ENSMUSG00000092371	Gm20511	5	0	2	1	1	0
ENSMUSG00000092373	Gm20535	4	2	3	1	7	7
ENSMUSG00000092381	Gm20512	0	0	1	1	1	1
ENSMUSG00000092383	H2-Pb	0	0	1	0	0	0
ENSMUSG00000092384	Gm4189	9	8	9	14	18	11
ENSMUSG00000092386	Gm20536	1	0	0	0	2	1
ENSMUSG00000092392	Gm20546	0	0	0	0	0	2
ENSMUSG00000092394	Gm20445	0	0	0	0	1	0
ENSMUSG00000092395	Gm20463	1	0	1	0	3	0
ENSMUSG00000092402	Gm20485	4	0	1	2	1	1
ENSMUSG00000092403	Gm20497	1	0	0	0	0	0
ENSMUSG00000092412	Gm20507	2	4	3	1	3	2
ENSMUSG00000092415	Gm20513	0	2	1	2	2	3
ENSMUSG00000092416	Zfp141	2832	2922	2593	1240	1584	1154
ENSMUSG00000092417	Gpank1	842	975	714	761	864	794
ENSMUSG00000092418	Gm20406	9	22	24	2	1	0
ENSMUSG00000092429	Gm18958	0	0	0	1	0	0
ENSMUSG00000092454	Gm2991	0	0	0	2	0	0
ENSMUSG00000092457	Gm8835	0	0	0	0	0	1
ENSMUSG00000092470	Gm20518	5	3	3	6	22	15
ENSMUSG00000092474	Gm20478	1	0	0	0	4	1
ENSMUSG00000092482	Gm20531	5	5	2	1	3	2
ENSMUSG00000092483	Gm20421	2	2	0	1	1	3
ENSMUSG00000092486	2610524H06Rik	327	296	232	502	478	494
ENSMUSG00000092490	Gm20482	0	1	0	2	0	0
ENSMUSG00000092495	Gm20405	2	1	1	2	2	1
ENSMUSG00000092500	Gm20400	0	0	0	1	0	1
ENSMUSG00000092504	Gm20396	0	0	0	0	0	1
ENSMUSG00000092512	Gm4152	1	1	0	11	4	3
ENSMUSG00000092517	Art2a-ps	1	2	1	0	1	2
ENSMUSG00000092519	Actl9	0	1	0	0	1	0
ENSMUSG00000092526	Gm17907	0	0	0	1	1	0
ENSMUSG00000092528	Nlrp1c-ps	2	3	1	81	159	87
ENSMUSG00000092539	Gm20468	2	2	3	6	0	2
ENSMUSG00000092540	Gm8738	1	2	3	4	4	2
ENSMUSG00000092545	Gm20319	0	0	0	0	0	1
ENSMUSG00000092550	Gm20496	10	6	6	10	9	9
ENSMUSG00000092556	Olfr755-ps1	0	1	0	3	5	6
ENSMUSG00000092558	Med20	946	915	780	927	1180	1004
ENSMUSG00000092560	Gm8750	0	1	0	0	0	0
ENSMUSG00000092564	BC051226	78	96	67	81	71	80
ENSMUSG00000092569	Gm20544	33	27	28	12	28	11
ENSMUSG00000092572	Serpinb10	130	186	122	31	45	17
ENSMUSG00000092574	2810047C21Rik1	0	0	0	0	1	0
ENSMUSG00000092586	Ly6g6c	2	1	0	2	1	2
ENSMUSG00000092591	Gm20429	1	1	0	2	2	0
ENSMUSG00000092592	Gm20449	0	0	0	0	1	0
ENSMUSG00000092593	Gm20492	23	33	16	18	20	16
ENSMUSG00000092595	Gm20427	1	0	0	0	0	1
ENSMUSG00000092596	Gm20490	0	0	1	0	0	3
ENSMUSG00000092604	Gm20508	0	0	0	0	1	1
ENSMUSG00000092607	Scnm1	763	944	709	820	918	851
ENSMUSG00000092609	Gm20481	0	1	0	0	0	0
ENSMUSG00000092618	Btnl6	25	26	13	95	79	73
ENSMUSG00000092619	Gm20438	0	1	0	1	0	1
ENSMUSG00000092622	Khdc3	21	27	19	12	35	6
ENSMUSG00000092625	Gm20404	0	1	0	0	1	0
ENSMUSG00000092626	9130230N09Rik	23	27	24	10	27	13
ENSMUSG00000092627	D130058E05Rik	38	23	21	31	46	29
ENSMUSG00000092644	Gm23564	0	1	1	1	2	0
ENSMUSG00000092655	Gm25238	0	1	0	1	1	1
ENSMUSG00000092675	Gm25262	0	0	0	0	2	1
ENSMUSG00000092680	Snord55	0	1	1	0	0	2
ENSMUSG00000092683	Gm25747	0	0	0	0	1	0
ENSMUSG00000092713	Gm22858	0	1	1	2	2	0
ENSMUSG00000092734	Mir5100	0	0	0	1	1	2
ENSMUSG00000092738	Mir5135	0	0	0	0	2	0
ENSMUSG00000092741	Mir3074-1	0	0	0	1	1	0
ENSMUSG00000092748	Gm22175	2	0	0	0	2	2
ENSMUSG00000092752	Mir3473a	0	0	0	0	1	0
ENSMUSG00000092758	Gm25026	2	1	1	0	0	0
ENSMUSG00000092760	Gm23365	0	0	0	0	2	0
ENSMUSG00000092761	Mir5120	0	0	0	1	0	0
ENSMUSG00000092781	Mir3057	0	0	0	1	1	0
ENSMUSG00000092805	Gm26461	1	3	0	1	5	3
ENSMUSG00000092819	Gm23639	1	2	2	1	4	1
ENSMUSG00000092827	Mir3091	5	3	1	0	3	3
ENSMUSG00000092837	Rpph1	35	39	18	27	24	26
ENSMUSG00000092851	Gm25960	0	0	1	0	1	0
ENSMUSG00000092862	Mir3094	0	0	0	0	1	0
ENSMUSG00000092867	Mir3058	1	2	2	2	3	5
ENSMUSG00000092887	Snord53	5	4	1	7	12	6
ENSMUSG00000092918	Gm24081	0	0	0	0	1	0
ENSMUSG00000092920	Mirt2	137	260	242	24	57	15
ENSMUSG00000092928	Gm24563	0	1	0	0	2	0
ENSMUSG00000092973	Gm25071	0	0	0	0	0	1
ENSMUSG00000092974	Gm25072	0	0	0	1	0	1
ENSMUSG00000092981	Mir5125	27	33	18	43	102	62
ENSMUSG00000093003	Mir3473c	0	0	0	0	0	1
ENSMUSG00000093006	Gm24157	1	1	1	1	3	6
ENSMUSG00000093007	Mir15a	0	1	1	0	2	0
ENSMUSG00000093044	Snord8	1	5	1	3	3	5
ENSMUSG00000093061	Mir5098	0	0	0	0	1	0
ENSMUSG00000093067	Gm23156	0	0	0	0	1	1
ENSMUSG00000093075	Gm25948	0	0	0	0	0	1
ENSMUSG00000093076	Mir3082	12	15	5	10	24	10
ENSMUSG00000093080	Mir3060	1	6	3	3	5	3
ENSMUSG00000093085	Gm24325	0	1	0	0	1	0
ENSMUSG00000093087	Mir3473d	1	1	0	0	3	1
ENSMUSG00000093097	Mir3097	0	0	0	1	0	0
ENSMUSG00000093119	Gm25640	0	0	0	1	0	0
ENSMUSG00000093124	Gm24366	6	3	1	2	10	3
ENSMUSG00000093155	Gm25035	0	0	1	0	2	0
ENSMUSG00000093156	Mir3076	0	0	2	0	0	1
ENSMUSG00000093168	Gm22990	0	1	0	0	0	2
ENSMUSG00000093169	Mir3079	0	0	0	1	0	1
ENSMUSG00000093176	Mir5119	1	4	1	4	5	1
ENSMUSG00000093178	Snord87	0	6	0	5	14	2
ENSMUSG00000093189	Gm25694	3	3	3	0	2	0
ENSMUSG00000093223	Gm27903	0	1	0	0	0	0
ENSMUSG00000093241	Mir3108	0	0	0	0	1	0
ENSMUSG00000093242	Gm24574	0	0	0	0	0	2
ENSMUSG00000093249	Gm24576	0	0	0	0	0	1
ENSMUSG00000093262	Gm23413	0	0	0	0	1	0
ENSMUSG00000093270	Mir5134	0	0	1	0	1	2
ENSMUSG00000093282	Gm22566	0	0	0	1	4	0
ENSMUSG00000093306	Gm23802	0	0	0	0	2	0
ENSMUSG00000093314	Mir5136	0	0	0	1	0	1
ENSMUSG00000093322	Gm24971	0	0	1	0	0	0
ENSMUSG00000093327	Mir5107	0	2	2	8	18	15
ENSMUSG00000093336	Mir1954	2	2	1	2	0	0
ENSMUSG00000093378	Gm20663	0	0	3	0	1	0
ENSMUSG00000093384	Gm20689	0	1	0	0	0	0
ENSMUSG00000093385	A330044P14Rik	1	1	1	0	1	0
ENSMUSG00000093388	Gm22655	0	0	0	0	0	1
ENSMUSG00000093390	Gm20652	7	8	7	3	4	9
ENSMUSG00000093392	Gm6061	88	102	66	99	118	117
ENSMUSG00000093394	Gm20621	3	0	0	3	2	3
ENSMUSG00000093402	Gm18588	3	0	0	4	3	1
ENSMUSG00000093404	Gm25190	0	0	0	1	0	1
ENSMUSG00000093409	Gm25193	1	3	1	2	6	1
ENSMUSG00000093419	Gm19898	0	0	0	0	0	1
ENSMUSG00000093424	6330562C20Rik	52	58	45	60	68	59
ENSMUSG00000093437	Gm20702	0	1	0	0	0	0
ENSMUSG00000093441	Mir5710	0	0	0	1	0	0
ENSMUSG00000093445	Lrch4	31	39	35	25	49	34
ENSMUSG00000093452	Zfhx2os	1	0	0	2	2	0
ENSMUSG00000093467	Gm20659	0	0	0	2	0	0
ENSMUSG00000093476	Gm22355	0	0	0	3	3	0
ENSMUSG00000093480	Mir5624	0	0	0	0	1	0
ENSMUSG00000093482	Gm20619	0	0	0	1	0	1
ENSMUSG00000093483	AA465934	31	30	27	43	63	48
ENSMUSG00000093489	Gm20625	0	1	1	2	1	3
ENSMUSG00000093505	Gm20691	0	0	0	2	1	0
ENSMUSG00000093507	Gm20627	0	0	1	40	55	63
ENSMUSG00000093514	Gm28727	0	0	2	3	3	1
ENSMUSG00000093536	Smim17	0	2	0	3	2	0
ENSMUSG00000093544	Gm20613	2	4	1	1	0	0
ENSMUSG00000093553	Gm20633	20	20	22	55	67	68
ENSMUSG00000093559	Gm20705	4	1	6	3	4	4
ENSMUSG00000093561	Gm20699	0	0	1	0	0	0
ENSMUSG00000093565	Rab26os	80	70	69	51	67	51
ENSMUSG00000093575	Gm20695	5	2	1	0	3	1
ENSMUSG00000093577	Gm20632	12	10	17	18	27	28
ENSMUSG00000093579	Gm20036	23	13	18	11	14	8
ENSMUSG00000093594	Gm20707	147	184	150	184	179	187
ENSMUSG00000093598	A730085K08Rik	8	6	9	14	59	8
ENSMUSG00000093599	Mir5620	1	0	0	0	0	0
ENSMUSG00000093606	B130034C11Rik	38	19	24	32	23	28
ENSMUSG00000093619	4930535L15Rik	0	2	0	1	4	3
ENSMUSG00000093622	Gm20703	0	0	1	6	1	1
ENSMUSG00000093629	Prox2os	4	5	2	4	13	8
ENSMUSG00000093634	Gm10860	0	0	0	0	0	2
ENSMUSG00000093639	Gm42419	0	0	3	0	0	2
ENSMUSG00000093656	Gm20628	4	1	6	1	1	0
ENSMUSG00000093661	Eif4e3	1508	1725	1390	1783	2142	1857
ENSMUSG00000093668	Pou5f2	0	1	2	0	3	0
ENSMUSG00000093672	Gm20655	0	0	0	1	0	1
ENSMUSG00000093673	Gm20644	1	1	0	0	0	2
ENSMUSG00000093674	Rpl41	35149	32368	25419	37867	33408	35639
ENSMUSG00000093677	Gm20712	11	12	16	12	20	19
ENSMUSG00000093687	Gm20637	0	0	0	0	0	1
ENSMUSG00000093688	Gm8488	0	0	0	0	0	1
ENSMUSG00000093690	Mir5619	1	0	1	0	1	1
ENSMUSG00000093695	Gm20717	0	0	0	1	1	0
ENSMUSG00000093720	Gm20635	1	1	2	1	3	3
ENSMUSG00000093726	Gm20667	235	214	164	129	188	150
ENSMUSG00000093734	Gm25082	7	7	4	21	20	18
ENSMUSG00000093739	Gm20692	1	1	0	0	0	0
ENSMUSG00000093740	Gm18417	0	0	0	0	1	0
ENSMUSG00000093746	Mir5622	1	0	0	0	0	1
ENSMUSG00000093749	4921523L03Rik	0	0	0	0	4	0
ENSMUSG00000093751	Gm3307	0	0	0	0	0	1
ENSMUSG00000093752	Gm20716	0	0	0	1	2	0
ENSMUSG00000093757	Mir5623	0	0	0	0	1	1
ENSMUSG00000093760	Gm20678	0	0	0	1	1	0
ENSMUSG00000093765	Gm20658	10	14	15	119	194	105
ENSMUSG00000093768	Gm20650	0	1	2	0	0	0
ENSMUSG00000093772	4931403E22Rik	6	2	4	3	4	1
ENSMUSG00000093784	Gm22394	0	1	1	0	0	0
ENSMUSG00000093793	Gm24091	1	1	2	2	7	4
ENSMUSG00000093798	Gm8355	1	3	5	3	6	6
ENSMUSG00000093800	Gm20796	0	0	0	1	0	0
ENSMUSG00000093803	Ppp2r3d	145	152	116	182	241	248
ENSMUSG00000093805	Gm9994	0	1	0	2	0	1
ENSMUSG00000093806	Asmt	1	0	0	0	0	1
ENSMUSG00000093812	Gm5627	1	9	7	2	3	1
ENSMUSG00000093826	Gm6900	0	2	0	0	0	0
ENSMUSG00000093838	Ighv3-1	85	52	12	160	110	32
ENSMUSG00000093843	Gm25939	8	16	14	3	2	3
ENSMUSG00000093858	Gm19967	0	1	0	0	1	0
ENSMUSG00000093861	Igkv1-110	802	630	950	675	541	513
ENSMUSG00000093862	Gm5117	0	0	0	0	1	0
ENSMUSG00000093874	Gm24539	1	0	0	1	1	0
ENSMUSG00000093880	Tmem181c-ps	22	41	33	1	4	0
ENSMUSG00000093885	Rpl35a-ps5	1	0	0	0	0	0
ENSMUSG00000093894	Ighv1-53	124	163	2634	203	88	104
ENSMUSG00000093896	Ighv1-76	53	250	81	100	66	69
ENSMUSG00000093904	Tomm20	5193	4690	3802	5184	5048	5079
ENSMUSG00000093906	Igkv9-129	0	1	0	0	6	1
ENSMUSG00000093908	Gm5784	0	1	0	2	2	0
ENSMUSG00000093909	Gm3883	1	2	2	1	3	3
ENSMUSG00000093910	Zfp853	2	0	1	0	4	3
ENSMUSG00000093915	Trav12n-3	0	0	0	0	1	0
ENSMUSG00000093921	Gm23864	0	0	0	0	1	1
ENSMUSG00000093930	Hmgcs1	1587	1690	1254	1741	1956	1782
ENSMUSG00000093938	Evi2b	0	1	1	0	0	1
ENSMUSG00000093954	Gm16867	56	55	66	85	58	43
ENSMUSG00000093955	Ighv1-34	29	15	11	21	74	23
ENSMUSG00000093956	Gm24497	1	1	0	2	0	0
ENSMUSG00000093963	Gm21909	0	0	0	0	1	0
ENSMUSG00000093966	Trav4-3	1	0	0	0	0	0
ENSMUSG00000093973	Mrgpra2a	423	324	410	41	127	26
ENSMUSG00000093975	Vmn2r-ps19	0	0	0	1	0	0
ENSMUSG00000093979	Gm2237	5	0	7	3	3	4
ENSMUSG00000093985	Gm10406	1	0	0	0	0	0
ENSMUSG00000093989	Rnasek	10	6	9	10	20	12
ENSMUSG00000094006	Igkv4-59	132	258	492	279	364	157
ENSMUSG00000094016	Trav15-1-dv6-1	2	1	0	0	0	0
ENSMUSG00000094017	Gm13160	0	2	2	1	2	1
ENSMUSG00000094018	S100a2	6	9	8	2	2	0
ENSMUSG00000094023	Trav7d-4	0	0	0	0	1	0
ENSMUSG00000094025	Gm8879	0	0	0	2	3	1
ENSMUSG00000094027	Gm21762	2	0	0	13	10	17
ENSMUSG00000094028	Ighd4-1	0	3	4	2	6	3
ENSMUSG00000094029	Ighv3-3	0	2	1	0	0	0
ENSMUSG00000094030	Gm21833	2	3	3	2	12	12
ENSMUSG00000094036	Gm6465	0	1	0	0	0	0
ENSMUSG00000094050	Gm23472	0	2	0	1	0	0
ENSMUSG00000094051	Ighv1-36	13	14	13	0	4	8
ENSMUSG00000094075	Ighv1-80	27	106	385	616	200	55
ENSMUSG00000094076	Gm4767	0	0	1	0	0	0
ENSMUSG00000094083	Gm1604a	155	149	144	45	73	43
ENSMUSG00000094084	Tdpoz1	0	0	0	0	0	1
ENSMUSG00000094087	Ighv1-61	37	9	78	46	51	7
ENSMUSG00000094088	Ighv1-64	101	239	118	78	151	97
ENSMUSG00000094090	Gm8494	0	0	0	1	0	0
ENSMUSG00000094091	Gm21885	0	0	0	0	1	1
ENSMUSG00000094094	Igkv5-45	30	16	110	307	4	32
ENSMUSG00000094102	Ighv9-2	5	15	7	69	31	125
ENSMUSG00000094103	1700047I17Rik2	12	1	2	1	0	2
ENSMUSG00000094114	Gm21967	137	65	28	92	133	85
ENSMUSG00000094117	Igkv3-12	123	130	58	145	32	54
ENSMUSG00000094122	Rpl31-ps9	4	0	0	3	8	2
ENSMUSG00000094124	Ighv1-74	44	28	91	28	15	21
ENSMUSG00000094127	G530012D18Rik	1	0	0	1	2	0
ENSMUSG00000094134	Ighv5-15	4	0	7	6	5	1
ENSMUSG00000094152	Slc6a16	0	0	0	1	0	0
ENSMUSG00000094153	Gm8807	0	0	1	0	1	1
ENSMUSG00000094158	Gm23264	0	0	0	0	1	0
ENSMUSG00000094164	Ighv2-3	400	36	72	134	328	19
ENSMUSG00000094174	Ighv6-4	0	0	2	23	10	0
ENSMUSG00000094185	Gm5445	0	1	0	0	0	0
ENSMUSG00000094191	Rpl31-ps14	1	0	1	2	1	4
ENSMUSG00000094194	Ighv5-16	152	176	125	62	57	74
ENSMUSG00000094198	Ighv1-50	28	73	1621	157	44	66
ENSMUSG00000094212	Trav14-3	1	0	0	0	1	1
ENSMUSG00000094220	Trav6-3	1	1	0	0	0	2
ENSMUSG00000094230	Gm21847	0	0	0	0	1	1
ENSMUSG00000094237	AF067063	0	0	1	1	0	0
ENSMUSG00000094242	Gm5456	0	0	0	1	0	0
ENSMUSG00000094245	Gm23966	3	2	0	5	3	3
ENSMUSG00000094248	Hist1h2ao	0	0	0	0	0	1
ENSMUSG00000094251	Gm25632	0	0	1	3	3	1
ENSMUSG00000094256	Rpl21-ps7	0	0	0	2	0	0
ENSMUSG00000094257	Ap3s1-ps2	0	2	2	0	2	0
ENSMUSG00000094262	Igkv4-62	8	1	0	6	1	4
ENSMUSG00000094267	Gm25123	0	0	1	0	2	0
ENSMUSG00000094271	Gm13290	0	0	0	0	0	1
ENSMUSG00000094281	Gm8034	16	18	17	15	17	17
ENSMUSG00000094282	Cfap73	1	1	1	2	2	1
ENSMUSG00000094286	Gm12424	0	7	3	5	9	2
ENSMUSG00000094306	Gm24924	0	0	0	0	1	0
ENSMUSG00000094315	Igkv4-78	2	2	5	0	0	0
ENSMUSG00000094320	Gm13202	0	1	0	0	0	1
ENSMUSG00000094322	Ighv9-4	61	15	9	21	16	33
ENSMUSG00000094326	Gm10045	4	3	0	1	2	0
ENSMUSG00000094335	Igkv1-117	641	628	642	333	435	553
ENSMUSG00000094338	Hist1h2bl	5	4	2	4	9	7
ENSMUSG00000094344	Gm11942	2	0	0	0	1	0
ENSMUSG00000094345	Igkv14-126	1215	3596	4318	661	1146	728
ENSMUSG00000094356	Igkv8-28	30	28	71	13	19	62
ENSMUSG00000094377	Gm24407	1	0	1	0	1	2
ENSMUSG00000094382	Gm22192	1	1	0	0	0	1
ENSMUSG00000094405	Gm23143	1	0	0	0	0	1
ENSMUSG00000094410	Gm38394	47	64	50	134	196	136
ENSMUSG00000094411	Snord16a	13	16	13	24	23	22
ENSMUSG00000094420	Igkv10-96	376	468	411	974	373	238
ENSMUSG00000094430	Gm933	2	0	0	0	1	0
ENSMUSG00000094433	Igkv5-43	616	297	530	1053	861	487
ENSMUSG00000094435	Gm23617	0	4	1	3	1	1
ENSMUSG00000094437	Gm9830	8	8	9	9	13	15
ENSMUSG00000094439	Gm21969	0	1	0	0	1	1
ENSMUSG00000094441	Zfp955a	276	265	195	363	472	451
ENSMUSG00000094445	1700015G11Rik	0	0	0	17	8	6
ENSMUSG00000094446	Gm6344	2	1	0	3	8	4
ENSMUSG00000094447	9430069I07Rik	11	23	15	17	29	21
ENSMUSG00000094462	Gm21028	1	1	0	0	0	0
ENSMUSG00000094463	Gm8546	0	1	0	1	0	1
ENSMUSG00000094472	Gm21897	4	2	7	19	35	21
ENSMUSG00000094478	Igkv3-3	0	0	0	0	0	1
ENSMUSG00000094483	Purb	5818	5645	4684	6860	7401	7075
ENSMUSG00000094487	Gm21958	0	0	0	0	2	0
ENSMUSG00000094491	Igkv1-133	13	10	7	7	1	24
ENSMUSG00000094497	Gm8210	18	6	8	6	13	21
ENSMUSG00000094498	Gm10582	0	1	1	4	4	3
ENSMUSG00000094502	Ighv1-69	33	11	37	21	159	19
ENSMUSG00000094504	Gm5294	13	11	6	5	5	1
